X50445 | -5.47600000000011 -5.47600000000011
X11692 | -2.27999999999997 -2.27999999999997
X32063 | -14.373 -14.373
X29382 | -13.029 -13.029
X25547 | -14.9360000000001 -14.9360000000001
X41291 | -9.87400000000002 -9.87400000000002
X15610 | -16.0150000000001 -16.0150000000001
X16330 | -20.1880000000001 -20.1880000000001
X23321 | -6.38599999999997 -6.38599999999997
X33158 | -8.10599999999999 -8.10599999999999
X32250 | -10.646 -10.646
X16924 | -38.2139999999999 -38.2139999999999
X67708 | -3.46399999999994 -3.46399999999994
X26929 | -8.52199999999993 -8.52199999999993
X63913 | -3.92599999999993 -3.92599999999993
X22655 | -2.43200000000002 -2.43200000000002
X16999 | -4.44299999999998 -4.44299999999998
X12092 | -17.3330000000001 -17.3330000000001
X43734 | -7.16599999999994 -7.16599999999994
X38987 | -10.3810000000001 -10.3810000000001
X13106 | -1.58600000000001 -1.58600000000001
X41124 | -5.76400000000012 -5.76400000000012
X15673 | -27.0330000000001 -27.0330000000001
X15127 | -11.701 -11.701
X22884 | -11.299 -11.299
X17518 | -28.319 -28.319
X58767 | -0.850000000000136 -0.850000000000136
X57453 | -1.81100000000015 -1.81100000000015
X35032 | -21.7470000000001 -21.7470000000001
X36896 | -16.029 -16.029
X19778 | -15.4200000000001 -15.4200000000001
X36782 | -6.32100000000014 -6.32100000000014
X33234 | -13.951 -13.951
X38207 | -3.971 -3.971
X19635 | -31.143 -31.143
X5947 | -39.425 -39.425
X20911 | -35.8720000000001 -35.8720000000001
X30773 | -6.875 -6.875
X43953 | -7.68700000000013 -7.68700000000013
X46047 | -3.3900000000001 -3.3900000000001
X20458 | -10.6380000000001 -10.6380000000001
X44541 | -0.613000000000056 -0.613000000000056
X35261 | -12.694 -12.694
X21554 | -15.723 -15.723
X14301 | -13.537 -13.537
X19316 | -6.39100000000008 -6.39100000000008
X31940 | -19.7619999999999 -19.7619999999999
X49459 | -11.068 -11.068
X33201 | -9.77600000000007 -9.77600000000007
X14467 | -30.0840000000001 -30.0840000000001
X38157 | -0.925999999999931 -0.925999999999931
X31938 | -8.28800000000001 -8.28800000000001
X59586 | -1.46600000000012 -1.46600000000012
X39883 | -8.86799999999994 -8.86799999999994
X35369 | -7.13800000000015 -7.13800000000015
X46796 | -8.07200000000012 -8.07200000000012
X37547 | -6.25999999999999 -6.25999999999999
X51266 | -2.95000000000005 -2.95000000000005
X16399 | -11.1590000000001 -11.1590000000001
X40097 | -6.00800000000004 -6.00800000000004
X59577 | -0.80600000000004 -0.80600000000004
X22563 | -2.72299999999996 -2.72299999999996
X20904 | -12.7619999999999 -12.7619999999999
X26514 | -4.77999999999997 -4.77999999999997
X49193 | -8.67900000000009 -8.67900000000009
X15695 | -7.22800000000007 -7.22800000000007
X52330 | -3.47199999999998 -3.47199999999998
X21905 | -13.3690000000001 -13.3690000000001
X14543 | -2.86599999999999 -2.86599999999999
X41076 | -8.32100000000014 -8.32100000000014
X359 | -15.597 -15.597
X57259 | -1.95900000000006 -1.95900000000006
X29252 | -1.93900000000008 -1.93900000000008
X47410 | -7.77700000000004 -7.77700000000004
X58091 | -5.11400000000003 -5.11400000000003
X55850 | -0.632000000000062 -0.632000000000062
X1821 | -11.0420000000001 -11.0420000000001
X27426 | -7.56999999999994 -7.56999999999994
X40688 | -10.405 -10.405
X49149 | -7.3900000000001 -7.3900000000001
X13920 | -34.9300000000001 -34.9300000000001
X2393 | -18.27 -18.27
X20496 | -16.068 -16.068
X58818 | -1.65000000000009 -1.65000000000009
X33356 | -8.88000000000011 -8.88000000000011
X30687 | -3.11000000000013 -3.11000000000013
X25249 | -5.35200000000009 -5.35200000000009
X31618 | -1.27700000000004 -1.27700000000004
X22862 | -14.9490000000001 -14.9490000000001
X19522 | -16.8440000000001 -16.8440000000001
X15463 | -7.70100000000002 -7.70100000000002
X33254 | -8.07600000000002 -8.07600000000002
X36986 | -4.20000000000005 -4.20000000000005
X65475 | -3.3610000000001 -3.3610000000001
X37738 | -4.48700000000008 -4.48700000000008
X10686 | -14.3330000000001 -14.3330000000001
X19215 | -27.9480000000001 -27.9480000000001
X35427 | -2.34100000000012 -2.34100000000012
X33789 | -7.09500000000003 -7.09500000000003
X41867 | -7.19700000000012 -7.19700000000012
X31991 | -7.29200000000014 -7.29200000000014
X38182 | -2.74900000000002 -2.74900000000002
X67246 | -2.27800000000002 -2.27800000000002
X15450 | -17.7 -17.7
X14016 | -16.6030000000001 -16.6030000000001
X29120 | -13.5840000000001 -13.5840000000001
X22336 | -5.36699999999996 -5.36699999999996
X25671 | -5.33699999999999 -5.33699999999999
X28396 | -10.0610000000001 -10.0610000000001
X76728 | -0.768000000000029 -0.768000000000029
X15057 | -6.15000000000009 -6.15000000000009
X934 | -34.3690000000001 -34.3690000000001
X22379 | -9.09500000000003 -9.09500000000003
X33825 | -1.11699999999996 -1.11699999999996
X38465 | -10.9349999999999 -10.9349999999999
X40098 | -4.35599999999999 -4.35599999999999
X46583 | -5.87400000000002 -5.87400000000002
X134 | -9.51999999999998 -9.51999999999998
X21131 | -10.825 -10.825
X33064 | -2.54700000000003 -2.54700000000003
X37593 | -10.115 -10.115
X27170 | -25.8700000000001 -25.8700000000001
X39143 | -1.98000000000002 -1.98000000000002
X43326 | -3.91499999999996 -3.91499999999996
X28583 | -14.0350000000001 -14.0350000000001
X17598 | -3.23800000000006 -3.23800000000006
X21649 | -3.64100000000008 -3.64100000000008
X20021 | -12.2470000000001 -12.2470000000001
X31675 | -13.1690000000001 -13.1690000000001
X43682 | -7.62799999999993 -7.62799999999993
X26972 | -9.87100000000009 -9.87100000000009
X11834 | -26.951 -26.951
X14867 | -23.396 -23.396
X27139 | -3.45900000000006 -3.45900000000006
X34039 | -21.1759999999999 -21.1759999999999
X41412 | -2.49199999999996 -2.49199999999996
X32603 | -1.43900000000008 -1.43900000000008
X1190 | -20.777 -20.777
X12103 | -21.4190000000001 -21.4190000000001
X27872 | -5.11799999999994 -5.11799999999994
X6806 | -14.8910000000001 -14.8910000000001
X12321 | -13.886 -13.886
X19953 | -16.4349999999999 -16.4349999999999
X26331 | -2.97800000000007 -2.97800000000007
X39156 | -1.76400000000012 -1.76400000000012
X60185 | -1.22500000000014 -1.22500000000014
X21858 | -6.54700000000003 -6.54700000000003
X11455 | -2.34400000000005 -2.34400000000005
X38440 | -7.41399999999999 -7.41399999999999
X40418 | -1.98700000000008 -1.98700000000008
X11700 | -6.423 -6.423
X16442 | -17.857 -17.857
X10482 | -29.4400000000001 -29.4400000000001
X14404 | -0.797000000000025 -0.797000000000025
X23880 | -19.3400000000001 -19.3400000000001
X15168 | -21.0740000000001 -21.0740000000001
X50203 | -3.30600000000004 -3.30600000000004
X27994 | -17.029 -17.029
X1861 | -23.5260000000001 -23.5260000000001
X1466 | -39.847 -39.847
X14446 | -19.2660000000001 -19.2660000000001
X1942 | -31.7540000000001 -31.7540000000001
X19459 | -16.0240000000001 -16.0240000000001
X21989 | -21.5840000000001 -21.5840000000001
X59410 | -2.10200000000009 -2.10200000000009
X26799 | -12.1870000000001 -12.1870000000001
X36351 | -6.09899999999993 -6.09899999999993
X36126 | -2.70399999999995 -2.70399999999995
X20973 | -22.8589999999999 -22.8589999999999
X14682 | -23.71 -23.71
X18141 | -16.268 -16.268
X25901 | -10.4000000000001 -10.4000000000001
X26236 | -5.45299999999997 -5.45299999999997
X26446 | -4.30700000000002 -4.30700000000002
X11480 | -12.5130000000001 -12.5130000000001
X22817 | -0.906999999999925 -0.906999999999925
X16708 | -5.74199999999996 -5.74199999999996
X16834 | -7.20600000000013 -7.20600000000013
X29392 | -6.15599999999995 -6.15599999999995
X41234 | -5.51600000000008 -5.51600000000008
X45565 | -1.96600000000012 -1.96600000000012
X11367 | -3.62200000000007 -3.62200000000007
X32998 | -3.37799999999993 -3.37799999999993
X63372 | -5.28199999999993 -5.28199999999993
X1338 | -24.5029999999999 -24.5029999999999
X35598 | -8.09400000000005 -8.09400000000005
X42782 | -1.88599999999997 -1.88599999999997
X38869 | -10.3810000000001 -10.3810000000001
X32896 | -8.45000000000005 -8.45000000000005
X39728 | -9.22500000000014 -9.22500000000014
X32675 | -8.64599999999996 -8.64599999999996
X64866 | -3.37900000000013 -3.37900000000013
X20149 | -17.3120000000001 -17.3120000000001
X34892 | -8.03999999999996 -8.03999999999996
X23156 | -13.3890000000001 -13.3890000000001
X60285 | -2.58200000000011 -2.58200000000011
X45625 | -2.13499999999999 -2.13499999999999
X60231 | -1.56700000000001 -1.56700000000001
X12396 | -16.7560000000001 -16.7560000000001
X31659 | -7.76700000000005 -7.76700000000005
X14893 | -6.30700000000002 -6.30700000000002
X68842 | -0.731999999999971 -0.731999999999971
X18738 | -2.22399999999993 -2.22399999999993
X40090 | -1.55200000000013 -1.55200000000013
X46185 | -1.84699999999998 -1.84699999999998
X26438 | -3.38900000000012 -3.38900000000012
X12587 | -19.3720000000001 -19.3720000000001
X50568 | -2.60000000000014 -2.60000000000014
X23018 | -8.46600000000012 -8.46600000000012
X52910 | -4.62200000000007 -4.62200000000007
X62872 | -0.82100000000014 -0.82100000000014
X16775 | -10.768 -10.768
X36609 | -9.3420000000001 -9.3420000000001
X15288 | -12.5520000000001 -12.5520000000001
X11166 | -1.97000000000003 -1.97000000000003
X38748 | -2.78600000000006 -2.78600000000006
X64128 | -5.60899999999992 -5.60899999999992
X44929 | -2.30200000000013 -2.30200000000013
X47049 | -1.91200000000003 -1.91200000000003
X28864 | -8.96000000000004 -8.96000000000004
X16747 | -13.6510000000001 -13.6510000000001
X14227 | -19.471 -19.471
X37973 | -3.68200000000002 -3.68200000000002
X35945 | -21.703 -21.703
X60770 | -2.05600000000004 -2.05600000000004
X43283 | -17.828 -17.828
X32989 | -5.00400000000013 -5.00400000000013
X52387 | -4.86000000000013 -4.86000000000013
X26824 | -4.0920000000001 -4.0920000000001
X23019 | -3.41599999999994 -3.41599999999994
X37741 | -1.72199999999998 -1.72199999999998
X40216 | -4.93100000000004 -4.93100000000004
X46883 | -7.19499999999994 -7.19499999999994
X61661 | -4.01700000000005 -4.01700000000005
X52086 | -4.19800000000009 -4.19800000000009
X50127 | -11.2180000000001 -11.2180000000001
X51908 | -11.4159999999999 -11.4159999999999
X11611 | -40.4059999999999 -40.4059999999999
X16232 | -22.9850000000001 -22.9850000000001
X39917 | -8.56500000000005 -8.56500000000005
X38120 | -4.76700000000005 -4.76700000000005
X35399 | -4.34799999999996 -4.34799999999996
X24140 | -13.037 -13.037
X31025 | -2.30400000000009 -2.30400000000009
X32140 | -8.471 -8.471
X29510 | -2.35400000000004 -2.35400000000004
X21374 | -16.047 -16.047
X2391 | -18.6279999999999 -18.6279999999999
X11138 | -20.213 -20.213
X1276 | -34.1369999999999 -34.1369999999999
X10838 | -28.5520000000001 -28.5520000000001
X47509 | -3.27999999999997 -3.27999999999997
X38956 | -6.54999999999995 -6.54999999999995
X47733 | -4.25 -4.25
X15061 | -30.828 -30.828
X44536 | -14.7560000000001 -14.7560000000001
X2273 | -36.7950000000001 -36.7950000000001
X43606 | -7.20700000000011 -7.20700000000011
X17641 | -16.5520000000001 -16.5520000000001
X46749 | -8.94600000000014 -8.94600000000014
X43959 | -9.69299999999998 -9.69299999999998
X34266 | -3.39300000000003 -3.39300000000003
X10358 | -19.421 -19.421
X39534 | -18.9940000000001 -18.9940000000001
X20418 | -12.8810000000001 -12.8810000000001
X16398 | -3.43900000000008 -3.43900000000008
X14545 | -7.38200000000006 -7.38200000000006
X40682 | -1.08200000000011 -1.08200000000011
X25746 | -6.84100000000012 -6.84100000000012
X33502 | -1.00400000000013 -1.00400000000013
X43215 | -2.89200000000005 -2.89200000000005
X29278 | -5.779 -5.779
X41425 | -1.08300000000008 -1.08300000000008
X31871 | -3.28999999999996 -3.28999999999996
X25849 | -14.4770000000001 -14.4770000000001
X25425 | -5.97000000000003 -5.97000000000003
X71852 | -2.39400000000001 -2.39400000000001
X155 | -13.269 -13.269
X24405 | -28.144 -28.144
X36965 | -13.5060000000001 -13.5060000000001
X23606 | -11.5119999999999 -11.5119999999999
X46372 | -3.31999999999994 -3.31999999999994
X64062 | -2.30500000000006 -2.30500000000006
X35796 | -15.3869999999999 -15.3869999999999
X39258 | -0.703999999999951 -0.703999999999951
X25092 | -1.94900000000007 -1.94900000000007
X27767 | -7.88400000000001 -7.88400000000001
X27198 | -3.15800000000013 -3.15800000000013
X18545 | -2.43499999999995 -2.43499999999995
X58549 | -5.59300000000007 -5.59300000000007
X24337 | -13.527 -13.527
X25423 | -15.002 -15.002
X30596 | -24.989 -24.989
X33012 | -20.1510000000001 -20.1510000000001
X56417 | -3.26900000000001 -3.26900000000001
X10745 | -28.6190000000001 -28.6190000000001
X18036 | -0.730000000000018 -0.730000000000018
X25015 | -13.683 -13.683
X30679 | -6.53700000000003 -6.53700000000003
X15203 | -6.05099999999993 -6.05099999999993
X26681 | -2.32100000000014 -2.32100000000014
X20341 | -9.88699999999994 -9.88699999999994
X30510 | -14.164 -14.164
X34182 | -15.2429999999999 -15.2429999999999
X45624 | -2.02600000000007 -2.02600000000007
X39105 | -6.48800000000006 -6.48800000000006
X10344 | -11.6120000000001 -11.6120000000001
X19235 | -3.6400000000001 -3.6400000000001
X11310 | -17.8020000000001 -17.8020000000001
X21169 | -7.41599999999994 -7.41599999999994
X20958 | -13.6000000000001 -13.6000000000001
X58387 | -4.2940000000001 -4.2940000000001
X26685 | -2.23900000000003 -2.23900000000003
X32921 | -0.80600000000004 -0.80600000000004
X26191 | -8.53800000000001 -8.53800000000001
X65798 | -1.72800000000007 -1.72800000000007
X38811 | -1.77800000000002 -1.77800000000002
X2887 | -5.6400000000001 -5.6400000000001
X10363 | -29.106 -29.106
X31692 | -11.5119999999999 -11.5119999999999
X39517 | -0.675999999999931 -0.675999999999931
X48112 | -5.88400000000001 -5.88400000000001
X23389 | -3.93399999999997 -3.93399999999997
X39766 | -2.55700000000002 -2.55700000000002
X51685 | -4.47299999999996 -4.47299999999996
X47723 | -1.22500000000014 -1.22500000000014
X29964 | -1.86300000000006 -1.86300000000006
X27163 | -9.24900000000002 -9.24900000000002
X30546 | -10.5940000000001 -10.5940000000001
X34792 | -6.12900000000013 -6.12900000000013
X49234 | -2.13400000000001 -2.13400000000001
X38123 | -7.50600000000009 -7.50600000000009
X21484 | -1.43000000000006 -1.43000000000006
X40150 | -5.33300000000008 -5.33300000000008
X10634 | -21.1290000000001 -21.1290000000001
X18831 | -13.499 -13.499
X27573 | -11.0620000000001 -11.0620000000001
X57302 | -0.585000000000036 -0.585000000000036
X15153 | -5.36599999999999 -5.36599999999999
X19461 | -5.30700000000002 -5.30700000000002
X14684 | -2.80500000000006 -2.80500000000006
X39997 | -8.49000000000001 -8.49000000000001
X26083 | -12.26 -12.26
X32372 | -4.25500000000011 -4.25500000000011
X43196 | -5.55200000000013 -5.55200000000013
X24719 | -9.57999999999993 -9.57999999999993
X45842 | -2.90699999999993 -2.90699999999993
X22442 | -8.78899999999999 -8.78899999999999
X37948 | -5.39300000000003 -5.39300000000003
X24324 | -0.836000000000013 -0.836000000000013
X17492 | -5.35300000000007 -5.35300000000007
X11249 | -10.5820000000001 -10.5820000000001
X47764 | -2.02300000000014 -2.02300000000014
X45414 | -2.38100000000009 -2.38100000000009
X12359 | -27.979 -27.979
X31375 | -8.9380000000001 -8.9380000000001
X18284 | -7.70900000000006 -7.70900000000006
X14568 | -23.298 -23.298
X49440 | -8.66300000000001 -8.66300000000001
X28780 | -15.9940000000001 -15.9940000000001
X31326 | -4.87400000000002 -4.87400000000002
X28266 | -3.85300000000007 -3.85300000000007
X21622 | -24.6580000000001 -24.6580000000001
X19901 | -19.8099999999999 -19.8099999999999
X43567 | -5.73700000000008 -5.73700000000008
X22129 | -6.63900000000012 -6.63900000000012
X29237 | -11.6310000000001 -11.6310000000001
X16255 | -4.09799999999996 -4.09799999999996
X21181 | -2.952 -2.952
X36093 | -6.47900000000004 -6.47900000000004
X1227 | -12.8030000000001 -12.8030000000001
X37014 | -18.46 -18.46
X25258 | -11.921 -11.921
X25226 | -1.79600000000005 -1.79600000000005
X23803 | -10.498 -10.498
X31407 | -1.29200000000014 -1.29200000000014
X25217 | -11.7150000000001 -11.7150000000001
X16576 | -7.97500000000014 -7.97500000000014
X24955 | -1.92399999999998 -1.92399999999998
X29320 | -5.31500000000005 -5.31500000000005
X43001 | -1.65900000000011 -1.65900000000011
X64266 | -2.25800000000004 -2.25800000000004
X34557 | -12.857 -12.857
X46570 | -1.24099999999999 -1.24099999999999
X35424 | -6.85100000000011 -6.85100000000011
X18693 | -11.424 -11.424
X45695 | -4.40900000000011 -4.40900000000011
X27295 | -2.83899999999994 -2.83899999999994
X32212 | -2.65900000000011 -2.65900000000011
X56935 | -7.28199999999993 -7.28199999999993
X16608 | -12.4259999999999 -12.4259999999999
X14798 | -22.5240000000001 -22.5240000000001
X33294 | -14.914 -14.914
X10618 | -26.644 -26.644
X22461 | -13.3440000000001 -13.3440000000001
X1136 | -27.731 -27.731
X16309 | -26.306 -26.306
X19913 | -13.617 -13.617
X18870 | -5.22600000000011 -5.22600000000011
X15324 | -21.704 -21.704
X4671 | -30.4950000000001 -30.4950000000001
X17499 | -34.068 -34.068
X13215 | -20.1990000000001 -20.1990000000001
X10379 | -35.796 -35.796
X13585 | -32.9090000000001 -32.9090000000001
X26177 | -24.096 -24.096
X52767 | -9.04300000000012 -9.04300000000012
X10709 | -9.97700000000009 -9.97700000000009
X48502 | -1.14400000000001 -1.14400000000001
X56976 | -5.02600000000007 -5.02600000000007
X61842 | -0.853000000000065 -0.853000000000065
X42078 | -15.0350000000001 -15.0350000000001
X55070 | -1.16800000000012 -1.16800000000012
X32348 | -16.7150000000001 -16.7150000000001
X39377 | -11.759 -11.759
X29825 | -14.999 -14.999
X26881 | -12.2850000000001 -12.2850000000001
X21902 | -3.73399999999992 -3.73399999999992
X28276 | -21.883 -21.883
X34587 | -7.3130000000001 -7.3130000000001
X11542 | -10.3440000000001 -10.3440000000001
X13897 | -9.22399999999993 -9.22399999999993
X18674 | -4.96600000000012 -4.96600000000012
X19962 | -9.32300000000009 -9.32300000000009
X1349 | -18.2920000000001 -18.2920000000001
X28933 | -3.68200000000002 -3.68200000000002
X29745 | -2.29300000000012 -2.29300000000012
X12173 | -16.223 -16.223
X13570 | -27.348 -27.348
X26355 | -15.1860000000001 -15.1860000000001
X28537 | -9.59100000000012 -9.59100000000012
X2604 | -6.827 -6.827
X20840 | -15.242 -15.242
X48456 | -5.25500000000011 -5.25500000000011
X12838 | -7.09500000000003 -7.09500000000003
X51163 | -4.24800000000005 -4.24800000000005
X22356 | -10.6659999999999 -10.6659999999999
X43688 | -4.56899999999996 -4.56899999999996
X35686 | -10.414 -10.414
X43598 | -2.48299999999995 -2.48299999999995
X48978 | -3.19900000000007 -3.19900000000007
X28226 | -0.292000000000144 -0.292000000000144
X1246 | -7.71600000000012 -7.71600000000012
X45859 | -3.92000000000007 -3.92000000000007
X47130 | -8.70100000000002 -8.70100000000002
X24514 | -3.36699999999996 -3.36699999999996
X23532 | -3.09400000000005 -3.09400000000005
X44391 | -9.16499999999996 -9.16499999999996
X42647 | -3.16200000000003 -3.16200000000003
X26869 | -9.42599999999993 -9.42599999999993
X25731 | -3.91000000000008 -3.91000000000008
X37830 | -8.9190000000001 -8.9190000000001
X33280 | -4.60899999999992 -4.60899999999992
X1242 | -14.6590000000001 -14.6590000000001
X21045 | -18.9259999999999 -18.9259999999999
X34807 | -17.165 -17.165
X42725 | -5.04600000000005 -5.04600000000005
X37170 | -1.19399999999996 -1.19399999999996
X36879 | -1.44200000000001 -1.44200000000001
X14435 | -7.04999999999995 -7.04999999999995
X36631 | -0.939000000000078 -0.939000000000078
X39435 | -3.08699999999999 -3.08699999999999
X42391 | -14.0940000000001 -14.0940000000001
X17041 | -10.6010000000001 -10.6010000000001
X44502 | -0.557999999999993 -0.557999999999993
X36823 | -20.086 -20.086
X13600 | -33.4010000000001 -33.4010000000001
X52617 | -9.84899999999993 -9.84899999999993
X25418 | -23.788 -23.788
X22940 | -6.78099999999995 -6.78099999999995
X32074 | -9.45299999999997 -9.45299999999997
X17554 | -13.326 -13.326
X37548 | -13.7 -13.7
X24326 | -15.8530000000001 -15.8530000000001
X33061 | -9.30600000000004 -9.30600000000004
X20236 | -16.4200000000001 -16.4200000000001
X29527 | -11.4839999999999 -11.4839999999999
