X7382 | -2.9298852423672 -2.9298852423672
X4063 | -1.95160445105289 -1.95160445105289
X4797 | -0.041818249504999 -0.041818249504999
X2504 | -2.8020299307537 -2.8020299307537
X1777 | -0.3350971913897 -0.3350971913897
X838 | -1.11642132117419 -1.11642132117419
X8747 | -2.1444849574473 -2.1444849574473
X197 | -0.748889283975601 -0.748889283975601
X5345 | -1.642124817241 -1.642124817241
X10718 | -1.1882909405977 -1.1882909405977
X8248 | -2.6947486095596 -2.6947486095596
X5854 | -2.5819761164021 -2.5819761164021
X6999 | -2.84208492678589 -2.84208492678589
X10202 | -1.4591834396124 -1.4591834396124
X1292 | -0.844146572984798 -0.844146572984798
X3556 | -0.655675840331298 -0.655675840331298
X10304 | -1.2624391196296 -1.2624391196296
X444 | -0.741608434589594 -0.741608434589594
X2829 | -2.3847691342235 -2.3847691342235
X11005 | -0.0163185966667001 -0.0163185966667001
X1322 | -0.7740726834163 -0.7740726834163
X1548 | -0.300122410990298 -0.300122410990298
X7454 | -1.2311777926516 -1.2311777926516
X2988 | -2.92224192386499 -2.92224192386499
X2526 | -2.0435551721603 -2.0435551721603
X5154 | -2.1383035881445 -2.1383035881445
X9045 | -1.67442545690579 -1.67442545690579
X4418 | -1.695651646005 -1.695651646005
X8220 | -0.691098898183597 -0.691098898183597
X2749 | -0.6237751781009 -0.6237751781009
X963 | -2.3469763244503 -2.3469763244503
X10611 | -1.57240305561579 -1.57240305561579
X8553 | -2.7949450355955 -2.7949450355955
X1570 | -2.9848287769128 -2.9848287769128
X289 | -0.695626031840298 -0.695626031840298
X5558 | -2.08571859751829 -2.08571859751829
X2240 | -1.4665235462599 -1.4665235462599
X544 | -1.8452215197031 -1.8452215197031
X9422 | -0.490971948020196 -0.490971948020196
X5872 | -0.6789437925909 -0.6789437925909
X5663 | -1.6297163665295 -1.6297163665295
X5298 | -2.9514509900473 -2.9514509900473
X6879 | -1.5481790613849 -1.5481790613849
X10217 | -0.672906427877095 -0.672906427877095
X9374 | -1.8574215034023 -1.8574215034023
X1953 | -1.879130208632 -1.879130208632
X3324 | -2.57027026964349 -2.57027026964349
X2325 | -0.873819208703999 -0.873819208703999
X1761 | -1.4902451746166 -1.4902451746166
X4827 | -1.9244440707844 -1.9244440707844
X5757 | -0.590971393743594 -0.590971393743594
X6344 | -2.5791531647556 -2.5791531647556
X8839 | -1.91570754745049 -1.91570754745049
X8558 | -0.859898520866395 -0.859898520866395
X4026 | -0.746748124016499 -0.746748124016499
X3983 | -1.1032225890085 -1.1032225890085
X2421 | -0.654505763668595 -0.654505763668595
X4154 | -1.300617214758 -1.300617214758
X8362 | -1.7084505187814 -1.7084505187814
X2397 | -1.4029266291764 -1.4029266291764
X10499 | -1.95281989336949 -1.95281989336949
X1291 | -0.436043642694194 -0.436043642694194
X411 | -2.5257667608094 -2.5257667608094
X3135 | -1.5269012614154 -1.5269012614154
X10731 | -0.883598866872497 -0.883598866872497
X1116 | -1.196855821414 -1.196855821414
X4227 | -2.9419849044644 -2.9419849044644
X9785 | -2.980780354701 -2.980780354701
X1934 | -2.8638236224652 -2.8638236224652
X7415 | -2.3076072894037 -2.3076072894037
X9579 | -1.4152420051396 -1.4152420051396
X4060 | -1.44310957007109 -1.44310957007109
X4061 | -0.248666621977499 -0.248666621977499
X7498 | -1.3790099602193 -1.3790099602193
X7499 | -2.0929755088874 -2.0929755088874
X2191 | -1.31195999030029 -1.31195999030029
X2476 | -2.0046583365184 -2.0046583365184
X2730 | -2.7655231081881 -2.7655231081881
X1844 | -0.460394362220597 -0.460394362220597
X3038 | -1.1537965040189 -1.1537965040189
X8951 | -0.0708353526424972 -0.0708353526424972
X10309 | -2.725029343972 -2.725029343972
X9784 | -1.2011636998505 -1.2011636998505
X1786 | -1.8606499708258 -1.8606499708258
X8895 | -2.1851055999287 -2.1851055999287
X8650 | -0.225360513897598 -0.225360513897598
X6380 | -1.746439055074 -1.746439055074
X2045 | -0.421310390811399 -0.421310390811399
X6416 | -2.3270044445526 -2.3270044445526
X4142 | -2.3472912989091 -2.3472912989091
X10923 | -0.648011472774698 -0.648011472774698
X3012 | -2.8113352234941 -2.8113352234941
X9398 | -2.1715116400738 -2.1715116400738
X3830 | -0.997359503991895 -0.997359503991895
X1102 | -2.9665220731404 -2.9665220731404
X6649 | -0.0328444540500996 -0.0328444540500996
X458 | -2.71178095880899 -2.71178095880899
X9557 | -0.131313990103095 -0.131313990103095
X8616 | -0.774730698438397 -0.774730698438397
X1635 | -0.686752082314399 -0.686752082314399
X10691 | -1.5040917028673 -1.5040917028673
X2178 | -2.8513457570225 -2.8513457570225
X2588 | -2.9157648934052 -2.9157648934052
X4520 | -0.0204258752055964 -0.0204258752055964
X3061 | -2.0559422748629 -2.0559422748629
X3152 | -0.0558360996655978 -0.0558360996655978
X8470 | -2.8360929947812 -2.8360929947812
X10615 | -0.148976807249696 -0.148976807249696
X8638 | -0.535022962605595 -0.535022962605595
X9925 | -2.079686206067 -2.079686206067
X3032 | -1.7809799336829 -1.7809799336829
X5862 | -1.8716364603024 -1.8716364603024
X4110 | -0.6107907963451 -0.6107907963451
X10301 | -2.37613371270709 -2.37613371270709
X6837 | -0.441836223006298 -0.441836223006298
X10959 | -0.0791811179369972 -0.0791811179369972
X174 | -0.526149938581497 -0.526149938581497
X787 | -0.740520473336794 -0.740520473336794
X9941 | -2.8266011984088 -2.8266011984088
X1814 | -1.3875811358448 -1.3875811358448
X9535 | -1.6882763430476 -1.6882763430476
X3007 | -1.5960176589433 -1.5960176589433
X2882 | -1.5910696070642 -1.5910696070642
X8652 | -1.4744661867153 -1.4744661867153
X6134 | -2.1011563169305 -2.1011563169305
X11084 | -1.8522705459036 -1.8522705459036
X2584 | -0.835077351657695 -0.835077351657695
X5886 | -1.3511944804341 -1.3511944804341
X1703 | -2.7645690373611 -2.7645690373611
X8511 | -2.8800685575698 -2.8800685575698
X11045 | -0.787325333571097 -0.787325333571097
X5492 | -2.25801657792179 -2.25801657792179
X2761 | -1.84206233639269 -1.84206233639269
X5527 | -0.628857199335499 -0.628857199335499
X3394 | -2.550242505502 -2.550242505502
X2034 | -1.4452380482108 -1.4452380482108
X2158 | -1.5371490754187 -1.5371490754187
X3990 | -1.356930074282 -1.356930074282
X10887 | -0.867417011875695 -0.867417011875695
X4006 | -0.0972623052076003 -0.0972623052076003
X9754 | -2.6501724435948 -2.6501724435948
X5892 | -1.6398583282717 -1.6398583282717
X3070 | -2.2058524999302 -2.2058524999302
X4591 | -2.7502232305706 -2.7502232305706
X9890 | -2.7418489346747 -2.7418489346747
X8467 | -0.6258032787592 -0.6258032787592
X2428 | -2.9232924676035 -2.9232924676035
X1465 | -2.62985204835429 -2.62985204835429
X1364 | -2.669682977954 -2.669682977954
X1365 | -1.1107391752303 -1.1107391752303
X1250 | -1.3464311189018 -1.3464311189018
X1000 | -2.97870809887539 -2.97870809887539
X10031 | -2.845712234499 -2.845712234499
X5815 | -1.99162981705739 -1.99162981705739
X10314 | -2.756770886248 -2.756770886248
X1866 | -2.7960045521614 -2.7960045521614
X8526 | -0.397590440930799 -0.397590440930799
X682 | -1.6256059838925 -1.6256059838925
X10102 | -1.75566509482449 -1.75566509482449
X9224 | -1.38216142938479 -1.38216142938479
X9118 | -1.6165940284264 -1.6165940284264
X9571 | -2.37090085353709 -2.37090085353709
X5207 | -1.29584992071619 -1.29584992071619
X8750 | -1.70595476171 -1.70595476171
X5087 | -2.3368056113832 -2.3368056113832
X762 | -1.908123155823 -1.908123155823
X3024 | -0.3481652741321 -0.3481652741321
X8430 | -1.4657866407652 -1.4657866407652
X2929 | -2.5602022027597 -2.5602022027597
X7199 | 0 0
X4362 | -1.9559938965831 -1.9559938965831
X8991 | -2.24817267037 -2.24817267037
X3041 | -1.7981868514326 -1.7981868514326
X6105 | -0.950818267185298 -0.950818267185298
X8507 | -0.399132507853196 -0.399132507853196
X3679 | -1.3356194877997 -1.3356194877997
X10697 | -0.598259939113696 -0.598259939113696
X9581 | -1.7514181213919 -1.7514181213919
X4478 | -1.2671324301046 -1.2671324301046
X6875 | -0.0492134266532958 -0.0492134266532958
X669 | -1.1387832378969 -1.1387832378969
X10406 | -1.1796080300119 -1.1796080300119
X1224 | -1.0587097601965 -1.0587097601965
X6197 | -0.903898192802494 -0.903898192802494
X6196 | -0.319288271013697 -0.319288271013697
X5840 | -0.922857241239399 -0.922857241239399
X10180 | -2.0982727634255 -2.0982727634255
X7799 | -2.1770613316913 -2.1770613316913
X8041 | -2.4683227285277 -2.4683227285277
X4597 | -1.3624529130757 -1.3624529130757
X2717 | -0.6767890728079 -0.6767890728079
X9781 | -1.177695296472 -1.177695296472
X4806 | -2.9934171536006 -2.9934171536006
X9753 | -1.4451812049374 -1.4451812049374
X8969 | -0.533042086986896 -0.533042086986896
X3971 | -0.569083274575 -0.569083274575
X3970 | -1.12024349137209 -1.12024349137209
X7393 | -2.2177736002487 -2.2177736002487
X2137 | -2.2719579522964 -2.2719579522964
