X1180 | -2.6139777826611 -2.6139777826611
X3712 | -1.9307035643142 -1.9307035643142
X9608 | -2.5047004173975 -2.5047004173975
X2360 | -0.984390271129101 -0.984390271129101
X7630 | -0.464083785424002 -0.464083785424002
X2840 | -1.8062566488516 -1.8062566488516
X8032 | -2.0748271734919 -2.0748271734919
X2884 | -1.9620994515717 -1.9620994515717
X8633 | -1.51909801340661 -1.51909801340661
X76 | -0.305415200069504 -0.305415200069504
X69 | -0.200294189387904 -0.200294189387904
X7606 | -0.0349320815876055 -0.0349320815876055
X9134 | -0.242000976344606 -0.242000976344606
X843 | -2.8949554448482 -2.8949554448482
X9920 | -0.6057513097767 -0.6057513097767
X638 | -2.6709219350014 -2.6709219350014
X8036 | -0.00767846172670517 -0.00767846172670517
X8461 | -0.469915651716306 -0.469915651716306
X3238 | -2.0577798038721 -2.0577798038721
X2694 | -2.431820416823 -2.431820416823
X5928 | -2.45168972946701 -2.45168972946701
X5929 | -2.5551622754428 -2.5551622754428
X8795 | -2.2042691451497 -2.2042691451497
X9491 | -2.92405720311221 -2.92405720311221
X2276 | -2.3934184955433 -2.3934184955433
X630 | -0.0570011297241066 -0.0570011297241066
X8594 | -0.8945206033532 -0.8945206033532
X4560 | -1.0799528660718 -1.0799528660718
X9438 | -1.9329174903687 -1.9329174903687
X10323 | -0.597631178330602 -0.597631178330602
X10127 | -1.1035203225911 -1.1035203225911
X10200 | -0.759432318387503 -0.759432318387503
X2492 | -0.712096223607702 -0.712096223607702
X1632 | -2.1798209887929 -2.1798209887929
X9687 | -1.5748034042772 -1.5748034042772
X279 | -0.787516526179402 -0.787516526179402
X3244 | -2.6152421599254 -2.6152421599254
X3365 | -0.728094849502703 -0.728094849502703
X10082 | -0.254833701532306 -0.254833701532306
X9470 | -0.1139857645612 -0.1139857645612
X3742 | -2.291576132644 -2.291576132644
X1922 | -0.822838656837106 -0.822838656837106
X9042 | -2.4907584206667 -2.4907584206667
X1550 | -2.9676324720494 -2.9676324720494
X10485 | -0.0158237731084014 -0.0158237731084014
X14 | -0.208298985147806 -0.208298985147806
X9806 | -0.812695872271405 -0.812695872271405
X8142 | -2.1684642937034 -2.1684642937034
X1851 | -2.9881574136671 -2.9881574136671
X323 | -1.2624318113085 -1.2624318113085
X5569 | -2.819832006935 -2.819832006935
X2551 | -0.551844310015404 -0.551844310015404
X1927 | -2.9030685494654 -2.9030685494654
X9117 | -1.2000132787507 -1.2000132787507
X4931 | -1.092183589004 -1.092183589004
X4930 | -0.308094346197301 -0.308094346197301
X9654 | -1.6092638906557 -1.6092638906557
X9921 | -1.5441602678038 -1.5441602678038
X8584 | -0.740361484698902 -0.740361484698902
X2252 | -0.793520053150104 -0.793520053150104
X4128 | -2.3279116528574 -2.3279116528574
X2648 | -2.18700039060791 -2.18700039060791
X7521 | -2.9365523227025 -2.9365523227025
X9739 | -0.358963554259404 -0.358963554259404
X8007 | -2.3762265772093 -2.3762265772093
X9723 | -1.3045431983191 -1.3045431983191
X3017 | -0.725867619970806 -0.725867619970806
X3016 | -1.6028644172475 -1.6028644172475
X7504 | -1.4546685651876 -1.4546685651876
X2219 | -1.98083122330721 -1.98083122330721
X2842 | -0.498132762266302 -0.498132762266302
X8962 | -0.567656627856202 -0.567656627856202
X1778 | -1.1773499711417 -1.1773499711417
X2433 | -1.6872974080034 -1.6872974080034
X6238 | -0.687897312920505 -0.687897312920505
X6282 | -2.1048460418824 -2.1048460418824
X3339 | -1.4508163968567 -1.4508163968567
X9242 | -1.1359350860584 -1.1359350860584
X1128 | -2.72733600530771 -2.72733600530771
X7026 | -0.838070606812806 -0.838070606812806
X9825 | -1.21960574551481 -1.21960574551481
X2550 | -0.886081122094801 -0.886081122094801
X1514 | -1.9962257137522 -1.9962257137522
X8176 | -2.9032841152511 -2.9032841152511
X7424 | -0.829643048113205 -0.829643048113205
X1951 | -0.453429766232105 -0.453429766232105
X5761 | -0.133529078448205 -0.133529078448205
X9514 | -2.9456996794324 -2.9456996794324
X2587 | -2.341363071464 -2.341363071464
X7913 | -2.4208441553637 -2.4208441553637
X3998 | -1.0775664851535 -1.0775664851535
X9756 | -2.83478138549251 -2.83478138549251
X8016 | -0.238476184196806 -0.238476184196806
X4395 | -1.84006132185461 -1.84006132185461
X9862 | -0.943372289417304 -0.943372289417304
X6058 | -0.0236913675907999 -0.0236913675907999
X1245 | -0.726075080456205 -0.726075080456205
X9143 | -0.0554669026751 -0.0554669026751
X3670 | -0.995750124799102 -0.995750124799102
X6472 | -0.346155416686102 -0.346155416686102
X4538 | -2.3615472258534 -2.3615472258534
X5614 | -0.669273259816705 -0.669273259816705
X2232 | -0.404774228576606 -0.404774228576606
X10109 | -1.9287454707082 -1.9287454707082
X3158 | -0.6634568169247 -0.6634568169247
X1304 | -0.316942031728104 -0.316942031728104
X10441 | -0.317911727819606 -0.317911727819606
X2026 | -0.837154691806106 -0.837154691806106
X5910 | -0.396717993076905 -0.396717993076905
X8040 | -2.1285598799586 -2.1285598799586
X3257 | -2.6749481298029 -2.6749481298029
X4912 | -0.989029461750803 -0.989029461750803
X8731 | -0.550149217480801 -0.550149217480801
X3006 | -0.9600699911825 -0.9600699911825
X8014 | -0.867186364252106 -0.867186364252106
X22 | -0.0430430753622062 -0.0430430753622062
X9728 | -1.4442187696695 -1.4442187696695
X3461 | -2.9390556304715 -2.9390556304715
X9643 | -1.2584597335663 -1.2584597335663
X2042 | -1.79147101566191 -1.79147101566191
X6604 | -1.6557941101491 -1.6557941101491
X1611 | -1.40463902684861 -1.40463902684861
X1076 | -0.785442522726903 -0.785442522726903
X1610 | -2.5426992927678 -2.5426992927678
X10115 | -0.0464321994223056 -0.0464321994223056
X7246 | -0.272824528394302 -0.272824528394302
X8885 | -1.8582301328424 -1.8582301328424
X9998 | -1.926274939673 -1.926274939673
X9633 | -2.6803837667685 -2.6803837667685
X7457 | -1.07923171436411 -1.07923171436411
X3395 | -1.1299816605169 -1.1299816605169
X94 | -0.696746644098305 -0.696746644098305
X9200 | -0.0283640802372034 -0.0283640802372034
X556 | -1.14554722909811 -1.14554722909811
X1018 | -2.0354917449877 -2.0354917449877
X6884 | -0.869553862838103 -0.869553862838103
X1867 | -0.413439060095705 -0.413439060095705
X9176 | -2.6212195081171 -2.6212195081171
X2369 | -0.0820227731019045 -0.0820227731019045
X7105 | -2.5915503432043 -2.5915503432043
X8436 | -1.68333942233581 -1.68333942233581
X9405 | -0.914657129673301 -0.914657129673301
X10065 | -0.310702807735602 -0.310702807735602
X7018 | -0.631088635884204 -0.631088635884204
X5605 | -0.358554652193604 -0.358554652193604
X4562 | -1.7650989694521 -1.7650989694521
X3836 | -1.5745283933356 -1.5745283933356
X8665 | -0.468456456670502 -0.468456456670502
X4960 | -1.4095536384266 -1.4095536384266
X2007 | -1.0925440534484 -1.0925440534484
X9563 | -0.0597593877464035 -0.0597593877464035
X3745 | -0.685098120477001 -0.685098120477001
X1810 | -1.5400274279527 -1.5400274279527
X3191 | -2.23814588435921 -2.23814588435921
X3936 | -0.0195850662421009 -0.0195850662421009
X3883 | -1.8930122160818 -1.8930122160818
X9152 | -2.93750143633221 -2.93750143633221
X3913 | -0.486138645093902 -0.486138645093902
X5662 | -0.3230574640911 -0.3230574640911
X10235 | -0.0376755623147034 -0.0376755623147034
X1697 | -1.5643755183555 -1.5643755183555
X7029 | -2.9781644311733 -2.9781644311733
X7154 | -2.3806914011948 -2.3806914011948
X1789 | -0.848984303651406 -0.848984303651406
X2951 | -0.204263894353105 -0.204263894353105
X4353 | -0.744990274077303 -0.744990274077303
X9437 | -2.9728219674434 -2.9728219674434
X4568 | -2.89320219936781 -2.89320219936781
X10352 | -0.00238983775490453 -0.00238983775490453
X8223 | -2.9336555565242 -2.9336555565242
X6146 | -1.11684078932741 -1.11684078932741
X2775 | -1.79376210900951 -1.79376210900951
X9640 | -2.3250238015316 -2.3250238015316
X9707 | -2.07156099309211 -2.07156099309211
X5557 | -1.9529717385303 -1.9529717385303
X1133 | -1.9982355146203 -1.9982355146203
X10034 | -1.0125351764727 -1.0125351764727
X2758 | -0.0834521509241029 -0.0834521509241029
X223 | -0.997921550413601 -0.997921550413601
X299 | -0.264369899639902 -0.264369899639902
X9193 | -1.5096720904112 -1.5096720904112
X6418 | -0.696219502715401 -0.696219502715401
X2477 | -1.9537281270605 -1.9537281270605
X6088 | -1.7770388682838 -1.7770388682838
X5668 | -0.782413813518403 -0.782413813518403
X1220 | -0.893746252404505 -0.893746252404505
X3292 | -2.2626579247881 -2.2626579247881
X8130 | -2.9953318310436 -2.9953318310436
X6806 | -0.840032841078902 -0.840032841078902
X1959 | -0.2859643937554 -0.2859643937554
X1932 | -2.8569916959386 -2.8569916959386
X9705 | -0.909845269750804 -0.909845269750804
X1131 | -2.92249669879671 -2.92249669879671
X231 | -2.6136516113765 -2.6136516113765
X1790 | -2.4812920752447 -2.4812920752447
X8298 | -1.99187535303641 -1.99187535303641
X8561 | -0.920415988890404 -0.920415988890404
X5120 | -2.4305355136748 -2.4305355136748
X2468 | -2.9795030895621 -2.9795030895621
X7032 | -1.3616448096 -1.3616448096
X1492 | -0.929530059685902 -0.929530059685902
X512 | -0.950092329410801 -0.950092329410801
X7846 | -2.1515733143315 -2.1515733143315
X2128 | -1.8379941838793 -1.8379941838793
X9851 | -1.41531031415801 -1.41531031415801
X8758 | -2.97384232515471 -2.97384232515471
X10004 | -2.9385133332107 -2.9385133332107
X3438 | -2.5243379068561 -2.5243379068561
X9006 | -2.9891288196668 -2.9891288196668
X7723 | -2.3856132763904 -2.3856132763904
X1884 | -1.3124535202514 -1.3124535202514
X7609 | -0.0406793144066029 -0.0406793144066029
X9572 | -0.0601966890972037 -0.0601966890972037
X2338 | -2.0206927552354 -2.0206927552354
X9936 | -2.327755270293 -2.327755270293
X578 | -1.4017966487445 -1.4017966487445
X3985 | -0.242881788639302 -0.242881788639302
X9818 | -0.159811881138005 -0.159811881138005
X9003 | -0.335493840510004 -0.335493840510004
X98 | -1.13267684471791 -1.13267684471791
X820 | -0.633874466177105 -0.633874466177105
X8242 | -1.24064303864721 -1.24064303864721
X360 | -2.4372975379229 -2.4372975379229
X3442 | -1.4509219040628 -1.4509219040628
X361 | -1.4266831374261 -1.4266831374261
X3363 | -0.340661575086401 -0.340661575086401
X8320 | -0.0571988483425017 -0.0571988483425017
X687 | -0.282861029030705 -0.282861029030705
X6997 | -1.035556628136 -1.035556628136
X1120 | -2.7343521995936 -2.7343521995936
X1106 | -2.0658257708419 -2.0658257708419
X1303 | -0.0122321422677061 -0.0122321422677061
X8387 | -2.6286435916554 -2.6286435916554
X8572 | -0.143054711166805 -0.143054711166805
X2084 | -0.997656948398806 -0.997656948398806
X367 | -0.641826329520001 -0.641826329520001
X9022 | -0.521860010689103 -0.521860010689103
X8816 | -1.5521471919492 -1.5521471919492
X8712 | -0.382187449140503 -0.382187449140503
X3862 | -2.1006882959045 -2.1006882959045
X2696 | -0.066437768284203 -0.066437768284203
X3921 | -0.308061263524003 -0.308061263524003
X9984 | -0.394213488092603 -0.394213488092603
X8626 | -2.04347004764711 -2.04347004764711
X9993 | -1.0898821929004 -1.0898821929004
X2650 | -0.762014589970903 -0.762014589970903
X6224 | -2.9897515531629 -2.9897515531629
X3390 | -0.779102829750606 -0.779102829750606
X3391 | -1.0788800816517 -1.0788800816517
X1401 | -2.8200235438999 -2.8200235438999
X1398 | -0.160005566664005 -0.160005566664005
X3896 | -0.377673786599203 -0.377673786599203
X3897 | -1.0226598889567 -1.0226598889567
X2631 | -2.0961657625157 -2.0961657625157
X2201 | -1.43131655361501 -1.43131655361501
X5881 | -0.289153725374504 -0.289153725374504
X2809 | -2.3027073265985 -2.3027073265985
X2856 | -2.9981007941533 -2.9981007941533
X2001 | -2.8858914880548 -2.8858914880548
X10339 | -0.107703574234606 -0.107703574234606
X10238 | -1.0001873136498 -1.0001873136498
X4268 | -1.0855501235928 -1.0855501235928
X8607 | -1.9340146668255 -1.9340146668255
X7277 | -2.89186970656741 -2.89186970656741
X6216 | -1.2785053686239 -1.2785053686239
X9 | -2.0324427061714 -2.0324427061714
X9365 | -1.2178129996173 -1.2178129996173
X9898 | -0.439876543823601 -0.439876543823601
X6098 | -0.010869068792104 -0.010869068792104
X9684 | -2.70801510033201 -2.70801510033201
X5919 | -2.4908719577361 -2.4908719577361
X2980 | -2.09583864198071 -2.09583864198071
X1428 | -1.21458936296401 -1.21458936296401
X412 | -0.025720657780802 -0.025720657780802
X8188 | -1.5828085010871 -1.5828085010871
X3208 | -0.665362575324203 -0.665362575324203
X7235 | -0.0319930007681037 -0.0319930007681037
X7040 | -0.805971250170806 -0.805971250170806
X6660 | -0.3414907136466 -0.3414907136466
X6611 | -2.4970738913398 -2.4970738913398
X2092 | -2.2328840615228 -2.2328840615228
X9889 | -1.26021286100151 -1.26021286100151
X1356 | -2.5782768982463 -2.5782768982463
X5837 | -1.63767963694411 -1.63767963694411
X3040 | -0.051861144835101 -0.051861144835101
X903 | -2.7853343517054 -2.7853343517054
X3341 | -1.35595619003291 -1.35595619003291
X9421 | -2.4156569545157 -2.4156569545157
X9503 | -0.591037234989905 -0.591037234989905
X2020 | -2.9769631109666 -2.9769631109666
X1599 | -0.635633140336701 -0.635633140336701
X4661 | -0.629218219779403 -0.629218219779403
X1258 | -0.916211954550803 -0.916211954550803
X9089 | -2.5941586510744 -2.5941586510744
X715 | -0.978665248956503 -0.978665248956503
X4313 | -1.79008662910201 -1.79008662910201
X5388 | -2.9326218583155 -2.9326218583155
X480 | -2.3393683161121 -2.3393683161121
X4574 | -1.3343560562935 -1.3343560562935
X1643 | -1.8409161411691 -1.8409161411691
X177 | -0.0104942063335045 -0.0104942063335045
X5948 | -0.8115876547526 -0.8115876547526
X3844 | -0.0478864505421015 -0.0478864505421015
X8258 | -0.183480086037903 -0.183480086037903
X692 | -2.17094176565301 -2.17094176565301
X2377 | -0.5899619255215 -0.5899619255215
X4339 | -2.65806524665091 -2.65806524665091
X4945 | -0.0109096518718061 -0.0109096518718061
X1979 | -2.7991638046224 -2.7991638046224
X3174 | -2.4337215959094 -2.4337215959094
X5721 | -1.2918046305422 -1.2918046305422
X9125 | -2.94941606931391 -2.94941606931391
X1270 | -0.977348065702202 -0.977348065702202
X7137 | -0.329355100868305 -0.329355100868305
X2484 | -2.98413302376871 -2.98413302376871
X8048 | -2.8381224889308 -2.8381224889308
X893 | -1.0381516430061 -1.0381516430061
X9113 | -0.565423462539904 -0.565423462539904
X2362 | -1.8004940638784 -1.8004940638784
X4202 | -0.230500502977506 -0.230500502977506
X2242 | -2.222375894431 -2.222375894431
X358 | -0.383537736721301 -0.383537736721301
X9495 | -0.457045608200104 -0.457045608200104
X2803 | -1.69693229463881 -1.69693229463881
X9873 | -0.676033175317606 -0.676033175317606
X1225 | -0.169774519046804 -0.169774519046804
X2866 | -2.2921338442247 -2.2921338442247
