X152 | -0.558610141044397 -0.558610141044397
X3469 | -0.277496248483601 -0.277496248483601
X7852 | -1.8048973234836 -1.8048973234836
X3884 | -0.0310466252267005 -0.0310466252267005
X8678 | -1.7371750473976 -1.7371750473976
X4034 | -0.00928285298859777 -0.00928285298859777
X117 | -1.277487144107 -1.277487144107
X3517 | -2.2111735234502 -2.2111735234502
X1540 | -1.9712733747437 -1.9712733747437
X922 | -2.6938419900834 -2.6938419900834
X4987 | -0.501268861815298 -0.501268861815298
X1794 | -0.9886236435268 -0.9886236435268
X2891 | -0.543483079410997 -0.543483079410997
X2582 | -0.491471346002001 -0.491471346002001
X10454 | -2.0411078317556 -2.0411078317556
X6496 | -0.238279609708101 -0.238279609708101
X3276 | -1.5523041165433 -1.5523041165433
X7900 | -0.8138432172127 -0.8138432172127
X7901 | -1.3388374540954 -1.3388374540954
X9852 | -0.522293396294096 -0.522293396294096
X1274 | -0.929815805051398 -0.929815805051398
X6085 | -1.1749923094175 -1.1749923094175
X3160 | -0.671413717791395 -0.671413717791395
X8940 | -2.7419859229121 -2.7419859229121
X3260 | -2.5504516731016 -2.5504516731016
X9729 | -2.1461027681361 -2.1461027681361
X7337 | -1.7169339910615 -1.7169339910615
X7113 | -0.0498013487084989 -0.0498013487084989
X9379 | -0.152057440252896 -0.152057440252896
X9425 | -1.5741785215213 -1.5741785215213
X3118 | -0.303844581590901 -0.303844581590901
X5567 | -0.393153581069697 -0.393153581069697
X5313 | -1.6511002359911 -1.6511002359911
X2493 | -1.7092777399811 -1.7092777399811
X4334 | -1.5500273883808 -1.5500273883808
X6449 | -0.258721088524901 -0.258721088524901
X2485 | -0.532692370936196 -0.532692370936196
X1090 | -2.8919176510535 -2.8919176510535
X2982 | -0.177462094696196 -0.177462094696196
X6587 | -2.5544998466502 -2.5544998466502
X8720 | -2.0070750424638 -2.0070750424638
X9880 | -2.8653563456609 -2.8653563456609
X4115 | -2.9459299729205 -2.9459299729205
X7776 | -0.190334703773196 -0.190334703773196
X3201 | -0.593348663533099 -0.593348663533099
X4163 | -2.667096941499 -2.667096941499
X10737 | -0.171645136317196 -0.171645136317196
X9777 | -0.056779084028598 -0.056779084028598
X9856 | -1.4470853798557 -1.4470853798557
X5474 | -2.7426374685019 -2.7426374685019
X5141 | -2.9959760564379 -2.9959760564379
X5497 | -2.1623296912293 -2.1623296912293
X1152 | -2.51833068626 -2.51833068626
X10106 | -2.7456642882898 -2.7456642882898
X8087 | -2.6856455972883 -2.6856455972883
X6118 | -1.4033019819762 -1.4033019819762
X1622 | -2.8254170408472 -2.8254170408472
X3081 | -2.3938998011872 -2.3938998011872
X4095 | -1.567089268472 -1.567089268472
X724 | -2.7478270085994 -2.7478270085994
X2339 | -1.1616319469176 -1.1616319469176
X5718 | -1.4407467730343 -1.4407467730343
X3046 | -1.6875788276083 -1.6875788276083
X8028 | -1.6821034045424 -1.6821034045424
X2614 | -0.169287504628301 -0.169287504628301
X9160 | -1.4850170540157 -1.4850170540157
X3443 | -0.513572941068496 -0.513572941068496
X10667 | -0.611007900908497 -0.611007900908497
X346 | -2.4202997849788 -2.4202997849788
X2658 | -2.629917810671 -2.629917810671
X7464 | -1.5789674213156 -1.5789674213156
X3096 | -0.593844695482396 -0.593844695482396
X8812 | -0.984614997636498 -0.984614997636498
X3568 | -0.851124867796898 -0.851124867796898
X3569 | -0.190634161932401 -0.190634161932401
X10470 | -0.563641207991097 -0.563641207991097
X8267 | -1.1140610540751 -1.1140610540751
X184 | -2.9212298453785 -2.9212298453785
X2535 | -2.0937249145936 -2.0937249145936
X2704 | -2.1513131610117 -2.1513131610117
X10621 | -2.7406559879891 -2.7406559879891
X2851 | -1.5877979379147 -1.5877979379147
X6109 | -0.290915377903701 -0.290915377903701
X10179 | -2.1714184430893 -2.1714184430893
X7585 | -1.444734913297 -1.444734913297
X3602 | -1.58744927519 -1.58744927519
X7731 | -0.346259092446395 -0.346259092446395
X3654 | -2.7272525760345 -2.7272525760345
X3315 | -1.0517435877118 -1.0517435877118
X1670 | -2.6521614482626 -2.6521614482626
X9414 | -0.0954840907361003 -0.0954840907361003
X7926 | -2.3377280419226 -2.3377280419226
X1977 | -1.5695449153427 -1.5695449153427
X9298 | -0.379380939994 -0.379380939994
X5320 | -2.2887266075704 -2.2887266075704
X999 | -2.635222087847 -2.635222087847
X42 | -1.1449135446455 -1.1449135446455
X678 | -2.3470813378226 -2.3470813378226
X8272 | -2.5105394467245 -2.5105394467245
X6504 | -2.325633872766 -2.325633872766
X9765 | -0.303565564798099 -0.303565564798099
X10367 | -0.215898215537798 -0.215898215537798
X3465 | -2.3750787873286 -2.3750787873286
X4133 | -1.2877417516429 -1.2877417516429
X8438 | -0.501562384888501 -0.501562384888501
X6018 | -1.0633340233471 -1.0633340233471
X7611 | -2.1683877271134 -2.1683877271134
X3185 | -0.466896815691101 -0.466896815691101
X5856 | -1.2947367620654 -1.2947367620654
X8332 | -1.8504705224186 -1.8504705224186
X9590 | -2.9361095682252 -2.9361095682252
X6685 | -0.446588373044499 -0.446588373044499
X2751 | -0.1359086623415 -0.1359086623415
X10614 | -0.579983028117496 -0.579983028117496
X1595 | -2.4729822110384 -2.4729822110384
X6996 | -0.982535199494997 -0.982535199494997
X10778 | -0.0327012164052007 -0.0327012164052007
X2748 | -1.1583523533772 -1.1583523533772
X10159 | -0.444615403655902 -0.444615403655902
X10066 | -1.0719989219214 -1.0719989219214
X10561 | -0.0680425199679959 -0.0680425199679959
X8674 | -2.5172174326144 -2.5172174326144
X151 | -1.7237078184261 -1.7237078184261
X10137 | -2.6369852414354 -2.6369852414354
X4207 | -2.4664854872971 -2.4664854872971
X10155 | -1.2184298720676 -1.2184298720676
X7688 | -0.724507800768997 -0.724507800768997
X9230 | -1.9499555798247 -1.9499555798247
X5547 | -0.793548371409997 -0.793548371409997
X1422 | -0.7688567067962 -0.7688567067962
X6888 | -1.9819491477683 -1.9819491477683
X7033 | -2.9695776470471 -2.9695776470471
X8589 | -1.7125813085585 -1.7125813085585
X9163 | -1.9669664001558 -1.9669664001558
X1058 | -2.4880176633596 -2.4880176633596
X3982 | -1.8032710903789 -1.8032710903789
X2478 | -0.613978079985799 -0.613978079985799
X9720 | -2.6244882184546 -2.6244882184546
X3672 | -2.9591279339511 -2.9591279339511
X7284 | -1.7410756715107 -1.7410756715107
X9111 | -0.9699605628848 -0.9699605628848
X5521 | -1.5226134485565 -1.5226134485565
X7101 | -1.775921777822 -1.775921777822
X9043 | -0.5846597431227 -0.5846597431227
X4123 | -0.244836943689698 -0.244836943689698
X9474 | -1.9175939352717 -1.9175939352717
X6316 | -0.896428290987302 -0.896428290987302
X5370 | -2.7389891759958 -2.7389891759958
X9853 | -1.1245237682014 -1.1245237682014
X10862 | -0.867161209462196 -0.867161209462196
X9597 | -1.1868100797291 -1.1868100797291
X9341 | -1.4748466629535 -1.4748466629535
X9532 | -2.8717492239084 -2.8717492239084
X3210 | -2.8500632042996 -2.8500632042996
X6886 | -1.0170477172359 -1.0170477172359
X8367 | -0.131881345063398 -0.131881345063398
X1738 | -0.3034877451136 -0.3034877451136
X1725 | -1.2566100808326 -1.2566100808326
X1724 | -1.3651954473462 -1.3651954473462
X5669 | -2.5841822444927 -2.5841822444927
X666 | -1.32738354709 -1.32738354709
X1305 | -0.920003983424898 -0.920003983424898
X854 | -0.526003811275501 -0.526003811275501
X11119 | -0.0394936907105006 -0.0394936907105006
X3418 | -1.0730464188382 -1.0730464188382
X1346 | -2.1525029204785 -2.1525029204785
X9879 | -2.2018852892797 -2.2018852892797
X2220 | -1.9111637533642 -1.9111637533642
X8064 | -2.3603599313646 -2.3603599313646
X10637 | -0.696415570797399 -0.696415570797399
X2438 | -2.9883459233678 -2.9883459233678
X4850 | -2.8896960359998 -2.8896960359998
X10538 | -1.2531588845886 -1.2531588845886
X3930 | -1.665059849387 -1.665059849387
X7444 | -1.5106907731387 -1.5106907731387
X10253 | -0.591710235457796 -0.591710235457796
X9647 | -0.557348325848501 -0.557348325848501
X5559 | -0.211451216367998 -0.211451216367998
X9857 | -0.483064807020099 -0.483064807020099
X7362 | -2.9470818922855 -2.9470818922855
X2853 | -1.5330396294593 -1.5330396294593
X2179 | -0.984102554619298 -0.984102554619298
X6387 | -2.4127973446156 -2.4127973446156
X2324 | -2.9993242404889 -2.9993242404889
X5447 | -0.410593656822996 -0.410593656822996
X5446 | -0.453172833658698 -0.453172833658698
X378 | -1.7081699289847 -1.7081699289847
X6047 | -1.1155649770516 -1.1155649770516
X10479 | -0.275335372891199 -0.275335372891199
X4652 | -2.6221271466929 -2.6221271466929
X8796 | -2.0583183278795 -2.0583183278795
X4623 | -1.894080580445 -1.894080580445
X9101 | -2.2356222651433 -2.2356222651433
X10006 | -2.7796313369181 -2.7796313369181
X765 | -1.3906176073942 -1.3906176073942
X2886 | -1.3758025125134 -1.3758025125134
X4733 | -1.5778948883526 -1.5778948883526
X8216 | -2.7817379927728 -2.7817379927728
X536 | -0.232924364274297 -0.232924364274297
X134 | -0.8095534660387 -0.8095534660387
X3967 | -0.341152920154798 -0.341152920154798
X2977 | -1.8564649773761 -1.8564649773761
X8997 | -0.263828685740002 -0.263828685740002
X3013 | -1.0223681777715 -1.0223681777715
X10045 | -1.2480241586454 -1.2480241586454
X6097 | -0.385354420635799 -0.385354420635799
X3574 | -0.146304459543899 -0.146304459543899
X9932 | -0.325445852475198 -0.325445852475198
X10343 | -0.0266276453620975 -0.0266276453620975
X3087 | -2.9296362719032 -2.9296362719032
X1903 | -2.515663195867 -2.515663195867
X2118 | -1.6438861938659 -1.6438861938659
X7086 | -0.0838835088069985 -0.0838835088069985
X4658 | -0.749843743862499 -0.749843743862499
X10435 | -1.0336210574023 -1.0336210574023
X9539 | -0.177916947053696 -0.177916947053696
X3669 | -0.159816105617196 -0.159816105617196
X9130 | -0.4767333953641 -0.4767333953641
X4573 | -0.0784434964879992 -0.0784434964879992
X5502 | -2.9048963806126 -2.9048963806126
X2623 | -0.563857855740899 -0.563857855740899
X8458 | -2.8001939426176 -2.8001939426176
X9803 | -1.1345736072398 -1.1345736072398
X2030 | -2.6629269027616 -2.6629269027616
X2267 | -0.366034429986001 -0.366034429986001
X2750 | -2.555777991889 -2.555777991889
X302 | -0.612108079483697 -0.612108079483697
X8668 | -0.161839440464895 -0.161839440464895
X10220 | -0.298126524081397 -0.298126524081397
X3676 | -2.126552588772 -2.126552588772
X252 | -2.6828953188378 -2.6828953188378
X1589 | 0 0
X9153 | -2.3432686922606 -2.3432686922606
X9967 | -0.718013735488 -0.718013735488
X7335 | -1.6847870566416 -1.6847870566416
X9363 | -1.6079531412106 -1.6079531412106
X5735 | -1.4366694898344 -1.4366694898344
X928 | -2.3674420311581 -2.3674420311581
X3953 | -1.871120348107 -1.871120348107
X8471 | -0.029111127136197 -0.029111127136197
X9105 | -2.6298613627441 -2.6298613627441
X7346 | -1.4104268203955 -1.4104268203955
X406 | -0.1391852321103 -0.1391852321103
X2946 | -0.792883492307702 -0.792883492307702
X9971 | -0.236041332129297 -0.236041332129297
X2483 | -2.0896340813487 -2.0896340813487
X7204 | -2.9678635317832 -2.9678635317832
X9297 | -1.0346952877007 -1.0346952877007
X1938 | -2.894048217684 -2.894048217684
X654 | -2.5968169199768 -2.5968169199768
X10057 | -1.546888582874 -1.546888582874
X9197 | -0.213910723803501 -0.213910723803501
X3076 | -1.9980283146724 -1.9980283146724
X4235 | -1.4147247278597 -1.4147247278597
X2070 | -1.1698790697846 -1.1698790697846
