X3200 | -2.368603131501 -2.368603131501
X6423 | -1.7950822315179 -1.7950822315179
X814 | -1.3682741092053 -1.3682741092053
X3434 | -0.5891038435512 -0.5891038435512
X3435 | -0.674786850577298 -0.674786850577298
X9617 | -1.4826480760239 -1.4826480760239
X7339 | -1.0476789793466 -1.0476789793466
X3629 | -2.9603071587626 -2.9603071587626
X9190 | -2.633141567465 -2.633141567465
X10700 | -1.91872415249239 -1.91872415249239
X7110 | -0.862162453355296 -0.862162453355296
X7111 | -1.3238884764724 -1.3238884764724
X8687 | -2.0180198242888 -2.0180198242888
X3603 | -2.8177148380783 -2.8177148380783
X3734 | -2.914585341001 -2.914585341001
X10891 | -2.4022824929562 -2.4022824929562
X10841 | -2.4888840895146 -2.4888840895146
X8681 | -1.26737714116459 -1.26737714116459
X11699 | -1.6762239353266 -1.6762239353266
X10491 | -0.0325905522331951 -0.0325905522331951
X11233 | -0.0648995563387942 -0.0648995563387942
X1108 | -0.222508716629896 -0.222508716629896
X1109 | -2.9661993419286 -2.9661993419286
X9321 | -2.3968552106526 -2.3968552106526
X11134 | -0.0353349717333984 -0.0353349717333984
X11632 | -0.0170536183286956 -0.0170536183286956
X8355 | -2.877764236182 -2.877764236182
X10716 | -0.957460383418997 -0.957460383418997
X10220 | -0.169419493759101 -0.169419493759101
X1859 | -1.1717802907806 -1.1717802907806
X2757 | -1.7320163561963 -1.7320163561963
X9417 | -1.9898638981395 -1.9898638981395
X9035 | -2.1185513755773 -2.1185513755773
X10503 | -2.7780895584729 -2.7780895584729
X10749 | -1.7302299630829 -1.7302299630829
X10358 | -1.2662367196754 -1.2662367196754
X3338 | -1.0232774843462 -1.0232774843462
X5684 | -0.298390823649299 -0.298390823649299
X2652 | -0.295169329969198 -0.295169329969198
X9056 | -0.559987040469494 -0.559987040469494
X2318 | -0.0122645997907966 -0.0122645997907966
X3915 | -0.491356408456397 -0.491356408456397
X10455 | -0.0790882632136984 -0.0790882632136984
X6192 | -2.7008654780221 -2.7008654780221
X9632 | -0.508460429962796 -0.508460429962796
X7025 | -2.0835634188261 -2.0835634188261
X8657 | -0.528249048627899 -0.528249048627899
X2695 | -0.126306157791994 -0.126306157791994
X11443 | -0.1800233486574 -0.1800233486574
X4888 | -0.266670951386899 -0.266670951386899
X4889 | -0.5571524323896 -0.5571524323896
X8095 | -2.2509125210345 -2.2509125210345
X1860 | -0.689605543389895 -0.689605543389895
X1544 | -1.7047385328915 -1.7047385328915
X9043 | -0.657673335866996 -0.657673335866996
X11388 | -0.647782466607197 -0.647782466607197
X2028 | -1.9338028770872 -1.9338028770872
X11570 | -1.0785283322912 -1.0785283322912
X4401 | -1.8790603824891 -1.8790603824891
X1808 | -1.5340632749722 -1.5340632749722
X4400 | -0.451183175901001 -0.451183175901001
X10595 | -0.806126448791495 -0.806126448791495
X3425 | -0.954375639790698 -0.954375639790698
X12025 | -0.307262889342397 -0.307262889342397
X3424 | -1.1903978521005 -1.1903978521005
X11599 | -1.0735502501484 -1.0735502501484
X893 | -1.2750610029325 -1.2750610029325
X892 | -0.538061767118094 -0.538061767118094
X10842 | -2.835527057061 -2.835527057061
X11533 | -0.314202156616396 -0.314202156616396
X10415 | -2.0753167492804 -2.0753167492804
X10138 | -2.2553815911524 -2.2553815911524
X2407 | -0.3930169728119 -0.3930169728119
X2406 | -1.724741981132 -1.724741981132
X1135 | -1.6092747019139 -1.6092747019139
X3126 | -2.27976059750659 -2.27976059750659
X4290 | -0.904952471377399 -0.904952471377399
X10624 | -0.385719576850597 -0.385719576850597
X11089 | -0.799464345909698 -0.799464345909698
X5611 | -2.33134120004249 -2.33134120004249
X10726 | -2.3846132461913 -2.3846132461913
X325 | -0.866556797409494 -0.866556797409494
X11108 | -0.689713424770197 -0.689713424770197
X6265 | -0.0902920388616977 -0.0902920388616977
X11428 | -1.991045585135 -1.991045585135
X9114 | -2.0230483654887 -2.0230483654887
X10955 | -0.983853811165396 -0.983853811165396
X8997 | -1.7829444247764 -1.7829444247764
X5557 | -0.0887969252653988 -0.0887969252653988
X10810 | -2.32570605422369 -2.32570605422369
X5656 | -2.4721696923953 -2.4721696923953
X5989 | -0.785814387956698 -0.785814387956698
X527 | -2.9888418645133 -2.9888418645133
X10244 | -0.247672530356795 -0.247672530356795
X6718 | -2.78949423576709 -2.78949423576709
X6719 | -2.7856048042886 -2.7856048042886
X11594 | -1.8649861514569 -1.8649861514569
X5402 | -0.812475377926596 -0.812475377926596
X6668 | -2.9849051458296 -2.9849051458296
X2709 | -0.388369091553599 -0.388369091553599
X2431 | -0.0462097276467972 -0.0462097276467972
X11777 | -1.0189642079641 -1.0189642079641
X3827 | -2.22766587208029 -2.22766587208029
X9474 | -0.236276253126597 -0.236276253126597
X11045 | -2.9874111986719 -2.9874111986719
X9618 | -1.412939139409 -1.412939139409
X8910 | -0.115296481177197 -0.115296481177197
X10775 | -1.05808605998759 -1.05808605998759
X5179 | -2.7017642981373 -2.7017642981373
X6258 | -2.5872676090803 -2.5872676090803
X6259 | -2.2042030887679 -2.2042030887679
X10139 | -1.0341974180192 -1.0341974180192
X9310 | -0.073842131299898 -0.073842131299898
X5722 | -1.4137603892014 -1.4137603892014
X9282 | -0.0832076417283005 -0.0832076417283005
X9032 | -2.8344633635134 -2.8344633635134
X2316 | -1.4388007556554 -1.4388007556554
X9648 | -0.285054262960401 -0.285054262960401
X9757 | -1.4374513188377 -1.4374513188377
X267 | -0.833130670711398 -0.833130670711398
X266 | -2.7125922865235 -2.7125922865235
X1819 | -1.3193907744717 -1.3193907744717
X9481 | -2.7387266897131 -2.7387266897131
X10068 | -2.34792456706059 -2.34792456706059
X4551 | -0.592861927114498 -0.592861927114498
X4800 | -0.370932878460799 -0.370932878460799
X8356 | -2.3781193296891 -2.3781193296891
X10035 | -1.5969761058223 -1.5969761058223
X10275 | -1.2449755375274 -1.2449755375274
X976 | -1.5867577472236 -1.5867577472236
X11746 | -0.527502909768394 -0.527502909768394
X4218 | -0.554171056486695 -0.554171056486695
X9345 | -0.483748635509997 -0.483748635509997
X10412 | -0.733762813964894 -0.733762813964894
X6360 | -0.0787478873971992 -0.0787478873971992
X11356 | -2.1792500449811 -2.1792500449811
X8852 | -2.9531480621081 -2.9531480621081
X6328 | -2.5199215959292 -2.5199215959292
X11074 | -1.88871262734759 -1.88871262734759
X12009 | -0.239462879486396 -0.239462879486396
X10847 | -0.515893883071897 -0.515893883071897
X10337 | -0.0190220349469001 -0.0190220349469001
X11328 | -0.252468839054998 -0.252468839054998
X37 | -0.534773116232898 -0.534773116232898
X9592 | -2.4282774038148 -2.4282774038148
X1575 | -1.1994383612182 -1.1994383612182
X10480 | -2.6052679906134 -2.6052679906134
X9447 | -2.697512534447 -2.697512534447
X9064 | -1.7625230974518 -1.7625230974518
X11144 | -0.785095138940996 -0.785095138940996
X10732 | -1.1536509285216 -1.1536509285216
X8729 | -1.3211393191014 -1.3211393191014
X10530 | -1.2797647111584 -1.2797647111584
X9904 | -2.1076361043379 -2.1076361043379
X1608 | -1.1241695964709 -1.1241695964709
X9876 | -0.109315692912794 -0.109315692912794
X10520 | -2.0494072039146 -2.0494072039146
X8404 | -2.4908255604096 -2.4908255604096
X7632 | -1.95813211170029 -1.95813211170029
X1031 | -0.367938008392301 -0.367938008392301
X1030 | -2.4895176279825 -2.4895176279825
X3191 | -2.4247251944617 -2.4247251944617
X564 | -2.2947718966753 -2.2947718966753
X565 | -1.80183208594099 -1.80183208594099
X2221 | -2.5801966069267 -2.5801966069267
X2166 | -1.4183808588423 -1.4183808588423
X10443 | -0.303356102434996 -0.303356102434996
X3000 | -0.553585419198498 -0.553585419198498
X2112 | -2.8293961524032 -2.8293961524032
X1899 | -2.8056542978157 -2.8056542978157
X7492 | -2.7430695227813 -2.7430695227813
X10926 | -2.3633959034924 -2.3633959034924
X9929 | -0.444489952409697 -0.444489952409697
X10580 | -2.3890608488582 -2.3890608488582
X4849 | -0.945999009534695 -0.945999009534695
X358 | -2.909481280949 -2.909481280949
X2401 | -1.2268357090652 -1.2268357090652
X377 | -1.64286979800089 -1.64286979800089
X10061 | -1.91288913181049 -1.91288913181049
X1422 | -1.2713806154207 -1.2713806154207
X2458 | -0.504792690044297 -0.504792690044297
X1147 | -0.0774122891016944 -0.0774122891016944
X9250 | -2.5262037324719 -2.5262037324719
X10404 | -1.3993236199022 -1.3993236199022
X10799 | -2.5508993617259 -2.5508993617259
X2927 | -2.9351252436173 -2.9351252436173
X9034 | -2.8446880190168 -2.8446880190168
X5948 | -2.94801128120159 -2.94801128120159
X1656 | -2.5716453648638 -2.5716453648638
X10765 | -2.2730176819023 -2.2730176819023
X1688 | -2.1007041020785 -2.1007041020785
X6894 | -2.28909793705679 -2.28909793705679
X6895 | -2.3748039356433 -2.3748039356433
X9324 | -0.901900521246695 -0.901900521246695
X9230 | -2.3465117169544 -2.3465117169544
X11340 | -2.1514147790149 -2.1514147790149
X4940 | -1.231578423176 -1.231578423176
X9020 | -2.98576151370069 -2.98576151370069
X261 | -2.7749003281352 -2.7749003281352
X9827 | -0.0264494565781987 -0.0264494565781987
X3553 | -2.6293247987051 -2.6293247987051
X3710 | -2.778228660347 -2.778228660347
X2680 | -2.9642580938526 -2.9642580938526
X5627 | -2.3234967179597 -2.3234967179597
X588 | -2.61570195131939 -2.61570195131939
X11029 | -1.70059004891669 -1.70059004891669
X1576 | -0.166418083710596 -0.166418083710596
X3597 | -2.4923897283152 -2.4923897283152
X3596 | -0.509568016044796 -0.509568016044796
X8782 | -2.768101394875 -2.768101394875
X1387 | -1.8098904839717 -1.8098904839717
X2783 | -1.1393821919337 -1.1393821919337
X1207 | -0.539254643954401 -0.539254643954401
X10938 | -1.4092648504302 -1.4092648504302
X9622 | -2.3419726537541 -2.3419726537541
X10821 | -2.0494804582559 -2.0494804582559
X2338 | -0.390349191147898 -0.390349191147898
X3406 | -2.77241612132639 -2.77241612132639
X2761 | -1.51957833766939 -1.51957833766939
X11711 | -0.218962070764995 -0.218962070764995
X11365 | -1.84519479051239 -1.84519479051239
X2141 | -2.8628834697884 -2.8628834697884
X2526 | -1.661613898119 -1.661613898119
X8861 | -2.60813681501899 -2.60813681501899
X11136 | -2.00709363911299 -2.00709363911299
X4339 | -0.977402610937197 -0.977402610937197
X7631 | -2.1100199182984 -2.1100199182984
X4826 | -2.1480573134031 -2.1480573134031
X743 | -2.9924299106934 -2.9924299106934
X7299 | -1.7930584992282 -1.7930584992282
X6481 | -2.5494518789929 -2.5494518789929
X7639 | -0.486075169639697 -0.486075169639697
X6480 | -1.0460900191684 -1.0460900191684
X11694 | -1.4400501132477 -1.4400501132477
X2247 | -0.0153765894938971 -0.0153765894938971
X6144 | -2.54983991989869 -2.54983991989869
X10064 | -0.218446777202196 -0.218446777202196
X10682 | -1.7599049492274 -1.7599049492274
X2751 | -0.323925981530998 -0.323925981530998
X9668 | -2.775204223115 -2.775204223115
X466 | -0.417060962179697 -0.417060962179697
X11819 | -0.367055333219497 -0.367055333219497
X5015 | -0.815743259154296 -0.815743259154296
X3861 | -0.758974009892 -0.758974009892
X3860 | -2.6084255827591 -2.6084255827591
X9110 | -2.1544194119051 -2.1544194119051
X2679 | -0.406714499462396 -0.406714499462396
X8045 | -2.4520053185989 -2.4520053185989
X928 | -0.268413361860496 -0.268413361860496
X11691 | -0.819694336038097 -0.819694336038097
X389 | -0.0751713160425993 -0.0751713160425993
X10451 | -0.878919304814197 -0.878919304814197
X9858 | -1.976960385684 -1.976960385684
X660 | -1.8363706818782 -1.8363706818782
X4366 | -1.7601585520897 -1.7601585520897
X4367 | -1.5217571805697 -1.5217571805697
X10461 | -0.771636244375294 -0.771636244375294
X6008 | -0.3074874985032 -0.3074874985032
X5709 | -2.6861295725685 -2.6861295725685
X6139 | -2.0640414592345 -2.0640414592345
X2226 | -0.564820142230097 -0.564820142230097
X2227 | -0.740586925065195 -0.740586925065195
X3565 | -1.536377415061 -1.536377415061
X1219 | -2.51742202648899 -2.51742202648899
X6441 | -1.6244839306455 -1.6244839306455
X10065 | -0.563846670789694 -0.563846670789694
X9 | -2.77425012784079 -2.77425012784079
X8 | -1.31607389822609 -1.31607389822609
X9113 | -0.716323141241496 -0.716323141241496
X4392 | -0.676953510381296 -0.676953510381296
X6986 | -0.4705969733186 -0.4705969733186
X10553 | -1.1513695225586 -1.1513695225586
X7011 | -2.9945838970598 -2.9945838970598
X141 | -0.318713575601599 -0.318713575601599
X10979 | -1.2613217574545 -1.2613217574545
X11500 | -0.402049996890199 -0.402049996890199
X2934 | -1.23066661460329 -1.23066661460329
X1623 | -1.4919105106965 -1.4919105106965
X9738 | -0.561682296451195 -0.561682296451195
X10144 | -1.3889268420171 -1.3889268420171
X948 | -1.8852604685817 -1.8852604685817
X8377 | -0.376688155811294 -0.376688155811294
X10005 | -0.217781543964598 -0.217781543964598
X10032 | -2.71167745487769 -2.71167745487769
X8991 | -2.4185698600486 -2.4185698600486
X9296 | -1.75815983978099 -1.75815983978099
X2049 | -0.248362937243698 -0.248362937243698
X1885 | -1.5318371742033 -1.5318371742033
X1884 | -2.9667803782504 -2.9667803782504
X4340 | -0.718632230535199 -0.718632230535199
X4341 | -2.74455809779469 -2.74455809779469
X6742 | -1.5216845045798 -1.5216845045798
X5459 | -1.01073617488149 -1.01073617488149
X3347 | -1.1101498953067 -1.1101498953067
X10876 | -0.7589135100134 -0.7589135100134
X10725 | -1.9866179453675 -1.9866179453675
X10668 | -2.4833763311617 -2.4833763311617
X6976 | -2.55663482914679 -2.55663482914679
X2160 | -2.040082837455 -2.040082837455
X10112 | -2.1433591917157 -2.1433591917157
X9141 | -0.725873059826 -0.725873059826
X4716 | -0.0525018435437943 -0.0525018435437943
X10348 | -2.0422422469128 -2.0422422469128
X4911 | -0.719615671550898 -0.719615671550898
X4910 | -2.450048299972 -2.450048299972
X7117 | -1.9416439232882 -1.9416439232882
X9083 | -2.6520683085546 -2.6520683085546
X10801 | -0.342309375526398 -0.342309375526398
X5046 | -0.516656305175296 -0.516656305175296
X763 | -1.4160320337396 -1.4160320337396
X10922 | -1.3801197346766 -1.3801197346766
X2812 | -1.9716945074033 -1.9716945074033
X5686 | -2.6562844456639 -2.6562844456639
X6354 | -1.9470238562208 -1.9470238562208
X6355 | -1.68593982327729 -1.68593982327729
X1599 | -2.8790243302938 -2.8790243302938
X4463 | -1.6340459107887 -1.6340459107887
X11197 | -2.28583965031429 -2.28583965031429
X11001 | -2.21706483000889 -2.21706483000889
X2758 | -1.1374795599841 -1.1374795599841
X2802 | -2.2469435404055 -2.2469435404055
X3463 | -0.961172950454099 -0.961172950454099
X2262 | -2.7694231232163 -2.7694231232163
X7301 | -0.304932637838697 -0.304932637838697
X7300 | -1.07126563531349 -1.07126563531349
X3788 | -2.5507981677074 -2.5507981677074
X3789 | -0.565116960089696 -0.565116960089696
X7341 | -2.6912928815 -2.6912928815
X7457 | -0.00292309862559392 -0.00292309862559392
X11844 | -0.0725625904742984 -0.0725625904742984
X438 | -2.23033506609499 -2.23033506609499
X11191 | -1.08108074753549 -1.08108074753549
X7167 | -2.4849304337986 -2.4849304337986
X785 | -1.9164279371035 -1.9164279371035
X1224 | -0.7051572971978 -0.7051572971978
X1373 | -0.409516541054501 -0.409516541054501
X5667 | -1.85107752308249 -1.85107752308249
X5666 | -2.7410526063759 -2.7410526063759
X2700 | -2.3541634683498 -2.3541634683498
X9897 | -1.7798726619222 -1.7798726619222
X3574 | -1.2338097018656 -1.2338097018656
X2238 | -0.752363500418198 -0.752363500418198
X3162 | -1.2104061387945 -1.2104061387945
X1417 | -0.331752860220199 -0.331752860220199
X11707 | -0.7690338590183 -0.7690338590183
X11658 | -0.147681828355395 -0.147681828355395
X2100 | -0.2801335039549 -0.2801335039549
X8226 | -1.1332791480236 -1.1332791480236
X11501 | -1.0628135357984 -1.0628135357984
X9916 | -2.7829564937856 -2.7829564937856
X202 | -1.2914471486584 -1.2914471486584
X1741 | -1.98032486555169 -1.98032486555169
X11166 | -1.2331221420318 -1.2331221420318
X11528 | -0.299942948156996 -0.299942948156996
X3298 | -1.4591306049843 -1.4591306049843
X3985 | -0.3285403875634 -0.3285403875634
X3984 | -2.3329511743505 -2.3329511743505
X8267 | -0.301904920488596 -0.301904920488596
X7611 | -1.7432407478337 -1.7432407478337
X7610 | -2.94842066802089 -2.94842066802089
X5804 | -1.1317169470713 -1.1317169470713
X4428 | -2.214126523817 -2.214126523817
X11689 | -1.0765060374979 -1.0765060374979
X3164 | -2.9417656639126 -2.9417656639126
X1673 | -2.1832958282903 -2.1832958282903
X1672 | -0.845336772501497 -0.845336772501497
X11170 | -0.209961106767899 -0.209961106767899
X10294 | -2.801859239582 -2.801859239582
X3436 | -2.4057942889631 -2.4057942889631
X1719 | -0.0126055399887974 -0.0126055399887974
X5121 | -0.348280874546596 -0.348280874546596
X2072 | -1.8093557674438 -1.8093557674438
X3316 | -2.9384030322545 -2.9384030322545
X9169 | -2.1839638233651 -2.1839638233651
X7776 | -1.713201509323 -1.713201509323
X3975 | -1.32440017350019 -1.32440017350019
X1791 | -1.6027931571007 -1.6027931571007
X11164 | -1.1522451255005 -1.1522451255005
X1679 | -2.9422466272954 -2.9422466272954
X3299 | -1.4714476524387 -1.4714476524387
X8359 | -2.98163449997089 -2.98163449997089
X738 | -1.4161598053761 -1.4161598053761
X10379 | -2.0155877368525 -2.0155877368525
X10429 | -0.0899789489339966 -0.0899789489339966
X9431 | -2.59207557630729 -2.59207557630729
X11277 | -0.728306113975201 -0.728306113975201
X3505 | -2.1389221202117 -2.1389221202117
X3411 | -2.7130184127018 -2.7130184127018
X10442 | -1.2319197328762 -1.2319197328762
X11510 | -0.612219442147797 -0.612219442147797
X167 | -1.3603421179578 -1.3603421179578
X8748 | -0.5746914006304 -0.5746914006304
X314 | -1.2823748455849 -1.2823748455849
X465 | -2.0831549344585 -2.0831549344585
X5645 | -2.717574020382 -2.717574020382
X10768 | -0.5068035833538 -0.5068035833538
X4750 | -0.373781418660698 -0.373781418660698
X10889 | -1.5236599654891 -1.5236599654891
X5573 | -2.6018203434069 -2.6018203434069
X2851 | -0.800936800427799 -0.800936800427799
X598 | -2.7633089327719 -2.7633089327719
X599 | -1.9319369858131 -1.9319369858131
X3834 | -1.7358676381409 -1.7358676381409
X9504 | -0.880433105165196 -0.880433105165196
X11984 | -0.0636914530768991 -0.0636914530768991
X10797 | -0.974551088875195 -0.974551088875195
X3622 | -2.8007158704568 -2.8007158704568
X6501 | -1.59853797149849 -1.59853797149849
X8929 | -0.847753151552794 -0.847753151552794
X7313 | -1.6570609607734 -1.6570609607734
X860 | -1.8799840137363 -1.8799840137363
X11270 | -1.1384847213049 -1.1384847213049
X11851 | -0.0099903219379982 -0.0099903219379982
X11456 | -0.109077646164295 -0.109077646164295
X2296 | -0.0541734967846992 -0.0541734967846992
X2297 | -0.0787084624171968 -0.0787084624171968
X8728 | -2.7827154910192 -2.7827154910192
X2427 | -0.262089564465001 -0.262089564465001
X7803 | -1.2693547310774 -1.2693547310774
X4306 | -2.5644758983981 -2.5644758983981
X7113 | -1.8759301872924 -1.8759301872924
X5409 | -0.5350569393486 -0.5350569393486
X3739 | -0.5375897695776 -0.5375897695776
X7541 | -0.214797096094095 -0.214797096094095
X9689 | -0.6106812644285 -0.6106812644285
X641 | -0.458199873100995 -0.458199873100995
X10257 | -0.853081233333796 -0.853081233333796
X9950 | -0.0782450905535939 -0.0782450905535939
X10006 | -1.4990862405394 -1.4990862405394
X2743 | -1.8709247522056 -1.8709247522056
X2608 | -2.978996353224 -2.978996353224
X4242 | -2.7725743919146 -2.7725743919146
X4243 | -1.83684159675619 -1.83684159675619
X8862 | -0.271504143252997 -0.271504143252997
X10871 | -0.251648758538096 -0.251648758538096
X8786 | -2.8314722394571 -2.8314722394571
X3745 | -0.7774919571821 -0.7774919571821
X1356 | -1.0917487142142 -1.0917487142142
X8352 | -2.96556984074419 -2.96556984074419
X6621 | -2.2553014133592 -2.2553014133592
X11578 | -0.7723020636477 -0.7723020636477
X9616 | -2.0977218314074 -2.0977218314074
X10375 | -1.67414192366419 -1.67414192366419
X3181 | -2.2711021418218 -2.2711021418218
X10662 | -2.3397167085205 -2.3397167085205
X6772 | -1.2424119890202 -1.2424119890202
X11240 | -1.23710045171899 -1.23710045171899
X3761 | -0.384789666160998 -0.384789666160998
X4708 | -0.458071976434496 -0.458071976434496
X8262 | -0.7570798317902 -0.7570798317902
