X3971 | -0.168761911802001 -0.168761911802001
X8351 | -0.158303121803399 -0.158303121803399
X673 | -2.9355834620074 -2.9355834620074
X10589 | -0.355492643080701 -0.355492643080701
X9388 | -1.9369918273296 -1.9369918273296
X1413 | -1.5434998373967 -1.5434998373967
X8598 | -2.5493876638357 -2.5493876638357
X9138 | -0.618102596607102 -0.618102596607102
X7767 | -1.9281095315237 -1.9281095315237
X3973 | -2.3800192633644 -2.3800192633644
X10576 | -0.390201071044501 -0.390201071044501
X4423 | -2.8833700048272 -2.8833700048272
X9675 | -1.381694436539 -1.381694436539
X2610 | -2.7038448262029 -2.7038448262029
X8320 | -1.8264233164955 -1.8264233164955
X3649 | -2.3913382769097 -2.3913382769097
X6752 | -0.114924479741603 -0.114924479741603
X3286 | -2.6298163030297 -2.6298163030297
X974 | -1.00991985434671 -1.00991985434671
X10893 | -0.761802828870699 -0.761802828870699
X975 | -0.352050273679204 -0.352050273679204
X8368 | -2.3709058079403 -2.3709058079403
X9670 | -1.2841300070286 -1.2841300070286
X6864 | -0.0507788343821005 -0.0507788343821005
X57 | -0.219517813297003 -0.219517813297003
X880 | -2.5565047608689 -2.5565047608689
X881 | -2.4436997801531 -2.4436997801531
X922 | -2.8872837151867 -2.8872837151867
X7526 | -2.7218307706062 -2.7218307706062
X4982 | -0.786143837263801 -0.786143837263801
X7432 | -0.806757359532703 -0.806757359532703
X10088 | -1.8558649714105 -1.8558649714105
X130 | -0.336497723590604 -0.336497723590604
X644 | -1.2047157939524 -1.2047157939524
X1281 | -2.8642959001009 -2.8642959001009
X8437 | -1.5061009547208 -1.5061009547208
X9721 | -0.579346833285001 -0.579346833285001
X2517 | -2.3731426305603 -2.3731426305603
X2516 | -1.3690994675271 -1.3690994675271
X10238 | -1.9556747081224 -1.9556747081224
X8066 | -1.9136154328007 -1.9136154328007
X2608 | -2.9172904542648 -2.9172904542648
X1581 | -0.075901745120099 -0.075901745120099
X10369 | -0.893411996774404 -0.893411996774404
X10118 | -1.8467677929439 -1.8467677929439
X6742 | -0.223527129041102 -0.223527129041102
X9575 | -1.66009239130661 -1.66009239130661
X5537 | -2.936881876085 -2.936881876085
X3806 | -2.8080063478556 -2.8080063478556
X8918 | -1.8654149682261 -1.8654149682261
X1163 | -2.8044410760049 -2.8044410760049
X1892 | -1.231896938989 -1.231896938989
X8393 | -1.0067445861642 -1.0067445861642
X3401 | -0.562273108866101 -0.562273108866101
X3139 | -0.0534049824345999 -0.0534049824345999
X3440 | -2.5543844320346 -2.5543844320346
X7889 | -2.3649992183782 -2.3649992183782
X10179 | -2.7737136860378 -2.7737136860378
X1364 | -0.181999037275105 -0.181999037275105
X10221 | -0.122190741822102 -0.122190741822102
X611 | -1.2090038924944 -1.2090038924944
X9886 | -0.341439223615502 -0.341439223615502
X4985 | -2.64490759139881 -2.64490759139881
X4165 | -2.3025198143441 -2.3025198143441
X9755 | -2.6095298412256 -2.6095298412256
X10108 | -2.679186452413 -2.679186452413
X8619 | -0.612880105851204 -0.612880105851204
X2659 | -0.537711045239099 -0.537711045239099
X9702 | -0.389536889037103 -0.389536889037103
X6480 | -1.1724708520342 -1.1724708520342
X5999 | -1.3058984619566 -1.3058984619566
X2226 | -2.7709344131872 -2.7709344131872
X5676 | -0.909009151160703 -0.909009151160703
X6147 | -2.6831278747414 -2.6831278747414
X276 | -0.627336981939202 -0.627336981939202
X6348 | -2.7951291895006 -2.7951291895006
X2102 | -1.9092608049978 -1.9092608049978
X262 | -2.1953222891316 -2.1953222891316
X10283 | -0.615401980234303 -0.615401980234303
X833 | -1.770242548082 -1.770242548082
X3311 | -2.9901691039559 -2.9901691039559
X3650 | -1.8390285994392 -1.8390285994392
X8061 | -1.8974438009318 -1.8974438009318
X5065 | -0.0116752143949057 -0.0116752143949057
X2543 | -1.88777480064891 -1.88777480064891
X7774 | -1.4271581985522 -1.4271581985522
X7667 | -1.0489290221594 -1.0489290221594
X7666 | -2.5649167264346 -2.5649167264346
X6040 | -0.8092497533653 -0.8092497533653
X1417 | -1.4522139856126 -1.4522139856126
X5075 | -1.7100417595357 -1.7100417595357
X3766 | -0.764942904934301 -0.764942904934301
X10712 | -0.0211560563185031 -0.0211560563185031
X6200 | -0.702939113834901 -0.702939113834901
X9591 | -1.274917997187 -1.274917997187
X3264 | -0.145352718187503 -0.145352718187503
X8433 | -1.7563831123989 -1.7563831123989
X7665 | -0.805443299235804 -0.805443299235804
X3342 | -2.1218491075561 -2.1218491075561
X3343 | -0.125926757231404 -0.125926757231404
X9527 | -1.1443785103038 -1.1443785103038
X1916 | -1.094384361757 -1.094384361757
X2617 | -0.425624793162605 -0.425624793162605
X10979 | -0.0498155427630991 -0.0498155427630991
X9665 | -1.5326760651078 -1.5326760651078
X3150 | -2.8884449447505 -2.8884449447505
X10545 | -2.38806943804961 -2.38806943804961
X4823 | -1.8303538255859 -1.8303538255859
X1722 | -0.187391189625501 -0.187391189625501
X1935 | -0.00968155916780233 -0.00968155916780233
X6541 | -2.7919649372343 -2.7919649372343
X10225 | -0.120447789318902 -0.120447789318902
X7480 | -2.5866127184127 -2.5866127184127
X8222 | -0.674490036210102 -0.674490036210102
X4015 | -1.8743241000921 -1.8743241000921
X8800 | -1.10275656846351 -1.10275656846351
X7886 | -1.8882038751617 -1.8882038751617
X7887 | -0.1015163578559 -0.1015163578559
X243 | -0.541388286743299 -0.541388286743299
X10668 | -1.8600930289831 -1.8600930289831
X3520 | -0.468153255293203 -0.468153255293203
X4366 | -0.270584511570704 -0.270584511570704
X1064 | -2.8488405039534 -2.8488405039534
X2398 | -0.242554995696999 -0.242554995696999
X9184 | -0.734745207941202 -0.734745207941202
X5260 | -0.2438323642127 -0.2438323642127
X5938 | -0.747598346555606 -0.747598346555606
X10397 | -0.467887720791602 -0.467887720791602
X10670 | -1.602635973366 -1.602635973366
X2009 | -0.0145739335567043 -0.0145739335567043
X2370 | -0.316829946124905 -0.316829946124905
X2371 | -0.167766683036504 -0.167766683036504
X8840 | -1.0329481854569 -1.0329481854569
X9927 | -0.645539491670199 -0.645539491670199
X333 | -0.942611074308005 -0.942611074308005
X4890 | -2.5715935137123 -2.5715935137123
X9792 | -0.0449889453593997 -0.0449889453593997
X697 | -0.644484138814803 -0.644484138814803
X9292 | -2.7731554415077 -2.7731554415077
X10478 | -0.6728950256948 -0.6728950256948
X6004 | -0.6162451102864 -0.6162451102864
X10119 | -2.21731264516711 -2.21731264516711
X9354 | -1.8546589252074 -1.8546589252074
X9191 | -0.139448816422401 -0.139448816422401
X2701 | -0.891015517758206 -0.891015517758206
X8920 | -1.5326889837161 -1.5326889837161
X9673 | -1.7552848574706 -1.7552848574706
X2811 | -1.8784665924032 -1.8784665924032
X3662 | -1.0451178608928 -1.0451178608928
X4557 | -2.8699481247459 -2.8699481247459
X1515 | -2.4591620550491 -2.4591620550491
X4118 | -0.955993101233602 -0.955993101233602
X3642 | -2.3644080846571 -2.3644080846571
X1339 | -1.1297510031145 -1.1297510031145
X8765 | -1.4179456194397 -1.4179456194397
X3215 | -1.0737174460665 -1.0737174460665
X4866 | -0.776367973303401 -0.776367973303401
X5783 | -1.6805780546274 -1.6805780546274
X9438 | -2.3349302695133 -2.3349302695133
X8858 | -0.879738057497903 -0.879738057497903
X8831 | -2.7921305056662 -2.7921305056662
X10758 | -0.895644881296903 -0.895644881296903
X9426 | -2.4601330196019 -2.4601330196019
X6157 | -1.5204994215165 -1.5204994215165
X10191 | -0.889157176483401 -0.889157176483401
X10403 | -0.6699917984661 -0.6699917984661
X11024 | -0.819425514433604 -0.819425514433604
X4324 | -2.9877623228822 -2.9877623228822
X9104 | -2.7829763155896 -2.7829763155896
X4383 | -0.761333223665204 -0.761333223665204
X7615 | -1.66777666937561 -1.66777666937561
X9998 | -0.8513047881425 -0.8513047881425
X7674 | -2.5416524622124 -2.5416524622124
X6191 | -1.3236726375763 -1.3236726375763
X3015 | -1.1970039345324 -1.1970039345324
X6190 | -0.381068085786005 -0.381068085786005
X1973 | -0.486275988165303 -0.486275988165303
X5836 | -0.8205593212042 -0.8205593212042
X9687 | -2.9880093187094 -2.9880093187094
X1899 | -2.803146887105 -2.803146887105
X9022 | -2.3551966657397 -2.3551966657397
X3959 | -0.369817190570799 -0.369817190570799
X10044 | -0.144682252546801 -0.144682252546801
X2709 | -1.80096191307531 -1.80096191307531
X6800 | -2.1132593164221 -2.1132593164221
X3282 | -0.206743677612401 -0.206743677612401
X1438 | -1.5728077520617 -1.5728077520617
X1439 | -2.2827075719834 -2.2827075719834
X3320 | -2.7309407133144 -2.7309407133144
X3321 | -1.4190952833742 -1.4190952833742
X10743 | -0.237453362206004 -0.237453362206004
X2649 | -1.7816694653593 -1.7816694653593
X7928 | -1.53037634259091 -1.53037634259091
X1940 | -1.2197997956537 -1.2197997956537
X1492 | -0.744529837276801 -0.744529837276801
X1020 | -2.8416909095831 -2.8416909095831
X666 | -0.8363319416531 -0.8363319416531
X10332 | -2.6849315059372 -2.6849315059372
X10726 | -1.0872028253507 -1.0872028253507
X2414 | -1.2331668112893 -1.2331668112893
X2766 | -0.436211453285104 -0.436211453285104
X2767 | -2.1356435094495 -2.1356435094495
X7702 | -2.8684881606605 -2.8684881606605
X3518 | -1.37951861741021 -1.37951861741021
X8955 | -2.8868653988466 -2.8868653988466
X5365 | -2.3417774930131 -2.3417774930131
X6139 | -0.995297447545504 -0.995297447545504
X5290 | -2.8920073213522 -2.8920073213522
X8610 | -2.7020884277299 -2.7020884277299
X4124 | -2.6011572210118 -2.6011572210118
X4125 | -1.91201004898181 -1.91201004898181
X4412 | -2.4826559533831 -2.4826559533831
X6980 | -0.653775925515205 -0.653775925515205
X2439 | -1.2549948573578 -1.2549948573578
X9417 | -2.1224427139387 -2.1224427139387
X8887 | -1.5953056539875 -1.5953056539875
X2001 | -2.8492073400412 -2.8492073400412
X1732 | -1.01684199110611 -1.01684199110611
X9808 | -0.138320311904003 -0.138320311904003
X8030 | -1.6990752469283 -1.6990752469283
X4167 | -0.861735134851202 -0.861735134851202
X6483 | -0.349705434171504 -0.349705434171504
X988 | -0.7517423490063 -0.7517423490063
X989 | -1.9689789635595 -1.9689789635595
X1798 | -2.3035568457563 -2.3035568457563
X3738 | -2.9798412239179 -2.9798412239179
X6195 | -0.230548496358104 -0.230548496358104
X8680 | -0.0420371254441037 -0.0420371254441037
X10483 | -0.3414152003825 -0.3414152003825
X9524 | -0.581946032121799 -0.581946032121799
X9339 | -0.980342460097802 -0.980342460097802
X448 | -0.542795584537103 -0.542795584537103
X10122 | -0.025235105305903 -0.025235105305903
X8990 | -0.496472861850705 -0.496472861850705
X7010 | -2.1549594327808 -2.1549594327808
X2680 | -1.2793841091916 -1.2793841091916
X8646 | -0.612427318235902 -0.612427318235902
X142 | -2.5312496332918 -2.5312496332918
X11097 | -1.014547306113 -1.014547306113
X2776 | -1.0807048764546 -1.0807048764546
X3345 | -1.5214258187916 -1.5214258187916
X9720 | -1.308493710123 -1.308493710123
X2573 | -1.2747168315109 -1.2747168315109
X8713 | -0.0867650052533051 -0.0867650052533051
X8993 | -1.7735821448732 -1.7735821448732
X6661 | -2.8675617012196 -2.8675617012196
X7817 | -1.4570944318548 -1.4570944318548
X2924 | -2.6668329080567 -2.6668329080567
X9710 | -1.7500969050452 -1.7500969050452
X10828 | -1.0185511882883 -1.0185511882883
X4044 | -1.24011043854991 -1.24011043854991
X9014 | -0.374655975960202 -0.374655975960202
X10549 | -0.867708463221803 -0.867708463221803
X10788 | -2.1521999349352 -2.1521999349352
X8361 | -2.5283556526993 -2.5283556526993
X1959 | -1.811144823907 -1.811144823907
X695 | -0.0810188949108053 -0.0810188949108053
X8305 | -0.380526005756103 -0.380526005756103
X8764 | -2.7912731815595 -2.7912731815595
X3306 | -0.428120063385002 -0.428120063385002
X3417 | -0.337204245384804 -0.337204245384804
X7075 | -0.00264916964810169 -0.00264916964810169
X2489 | -2.8432274535299 -2.8432274535299
X15 | -1.915793373948 -1.915793373948
X14 | -2.2690901455935 -2.2690901455935
X2418 | -2.7377690880094 -2.7377690880094
X9946 | -1.1685387259349 -1.1685387259349
X9488 | -2.9001216462348 -2.9001216462348
X9704 | -2.89043453894561 -2.89043453894561
X6514 | -2.8786056682002 -2.8786056682002
X2695 | -0.802190812770306 -0.802190812770306
X3181 | -0.465267066378203 -0.465267066378203
X7523 | -1.7370237219148 -1.7370237219148
X10077 | -0.7667155880481 -0.7667155880481
X985 | -2.0187665624544 -2.0187665624544
X976 | -0.435903277248201 -0.435903277248201
X10856 | -0.497626910917504 -0.497626910917504
X10595 | -0.248122676275699 -0.248122676275699
X10250 | -0.0560724881944026 -0.0560724881944026
X1614 | -0.945177740883103 -0.945177740883103
X354 | -0.966350477887303 -0.966350477887303
X7944 | -1.4755729646422 -1.4755729646422
X2031 | -0.453310546232402 -0.453310546232402
X586 | -1.2474654091057 -1.2474654091057
X8618 | -0.996754687512301 -0.996754687512301
X2109 | -0.951574609614902 -0.951574609614902
X3163 | -1.7981336466037 -1.7981336466037
X5907 | -1.4421551164706 -1.4421551164706
X5906 | -0.894505786243805 -0.894505786243805
X6368 | -0.554462345084204 -0.554462345084204
X4112 | -0.282213126774899 -0.282213126774899
X4113 | -1.650910202181 -1.650910202181
X4203 | -1.6596374355722 -1.6596374355722
X9796 | -1.48741902178161 -1.48741902178161
X10656 | -0.463272846071099 -0.463272846071099
X6523 | -0.7705903826282 -0.7705903826282
X10729 | -0.198639925103706 -0.198639925103706
X10776 | -2.15144519973551 -2.15144519973551
X10902 | -0.0416807380970994 -0.0416807380970994
X5775 | -0.573197609279305 -0.573197609279305
X8836 | -2.91300678765401 -2.91300678765401
X8701 | -0.380731361685299 -0.380731361685299
X1324 | -2.8476828779094 -2.8476828779094
X892 | -2.9985233356711 -2.9985233356711
X211 | -2.6990111991763 -2.6990111991763
X9074 | -1.8341084886343 -1.8341084886343
X9518 | -2.1398893247824 -2.1398893247824
X8805 | -2.6659542596899 -2.6659542596899
X3500 | -2.82117626792751 -2.82117626792751
X4330 | -1.4578186988365 -1.4578186988365
X5112 | -1.7788935222198 -1.7788935222198
X8107 | -0.741429293761101 -0.741429293761101
X3866 | -1.8680526784156 -1.8680526784156
X4393 | -1.8564782054164 -1.8564782054164
X9070 | -2.8814518447034 -2.8814518447034
X1845 | -2.9217707596254 -2.9217707596254
X9170 | -2.2344158857595 -2.2344158857595
X11134 | -0.192111614160304 -0.192111614160304
X859 | -2.8488982608542 -2.8488982608542
X547 | -1.4593305308372 -1.4593305308372
X2090 | -2.872161397012 -2.872161397012
X10206 | -0.582066343864405 -0.582066343864405
X1698 | -1.567594850203 -1.567594850203
X6846 | -1.5151761467569 -1.5151761467569
X3469 | -1.9054372392129 -1.9054372392129
X7724 | -2.0411281990819 -2.0411281990819
X10202 | -2.7488372710068 -2.7488372710068
X3191 | -2.5767495562323 -2.5767495562323
X9951 | -2.3081259203609 -2.3081259203609
X6234 | -2.0230634501204 -2.0230634501204
X3938 | -1.5108956645709 -1.5108956645709
X8705 | -2.7629786788021 -2.7629786788021
X3157 | -0.419813148211702 -0.419813148211702
X7938 | -1.5992100429721 -1.5992100429721
X46 | -2.9143692890648 -2.9143692890648
X1066 | -0.443445869721501 -0.443445869721501
X2867 | -2.2177208592184 -2.2177208592184
X10717 | -1.6060288811568 -1.6060288811568
X1711 | -1.32691441616051 -1.32691441616051
X4159 | -0.176615237491205 -0.176615237491205
X6042 | -0.435104022268199 -0.435104022268199
X9158 | -1.3397283966188 -1.3397283966188
X6077 | -0.579128704732305 -0.579128704732305
X5242 | -2.7795428303071 -2.7795428303071
X2664 | -2.6137799529825 -2.6137799529825
X2595 | -1.4138831931632 -1.4138831931632
X4917 | -1.4905262219254 -1.4905262219254
X3594 | -1.9653791254387 -1.9653791254387
X572 | -2.947303020861 -2.947303020861
X7498 | -1.8282202910632 -1.8282202910632
X39 | -0.947886146139403 -0.947886146139403
X9157 | -1.8620715821162 -1.8620715821162
X8517 | -2.0659938887693 -2.0659938887693
X10728 | -2.2732630872634 -2.2732630872634
X3639 | -1.0292216590606 -1.0292216590606
X8214 | -2.0566968158819 -2.0566968158819
X3530 | -1.12600818858481 -1.12600818858481
X340 | -2.2304368538317 -2.2304368538317
X3691 | -0.370427923276999 -0.370427923276999
X1432 | -2.3022480828222 -2.3022480828222
X5259 | -0.159998734714499 -0.159998734714499
X7809 | -0.246483780909401 -0.246483780909401
X1456 | -2.7228265686427 -2.7228265686427
X2771 | -2.4593542346265 -2.4593542346265
X2904 | -0.805126949446304 -0.805126949446304
X2905 | -0.501846222672604 -0.501846222672604
X1402 | -1.8861412676051 -1.8861412676051
X2103 | -0.925444483989899 -0.925444483989899
X3040 | -2.8348995591514 -2.8348995591514
X5414 | -2.13631061743951 -2.13631061743951
X5950 | -0.167460608063301 -0.167460608063301
X10741 | -0.504220880800901 -0.504220880800901
X10338 | -1.320236525964 -1.320236525964
X8303 | -2.5826674012933 -2.5826674012933
X7728 | -2.9684788333252 -2.9684788333252
X5611 | -1.1269156993367 -1.1269156993367
X6550 | -1.0201165024191 -1.0201165024191
X3364 | -0.1789805777371 -0.1789805777371
X3365 | -1.9909270768985 -1.9909270768985
X1327 | -1.1779534940142 -1.1779534940142
X9746 | -1.1434783351142 -1.1434783351142
X1261 | -2.6580524970778 -2.6580524970778
X8402 | -2.9924225660507 -2.9924225660507
X3582 | -0.489115696633306 -0.489115696633306
X8848 | -0.0602566895541017 -0.0602566895541017
X1900 | -0.516430878080399 -0.516430878080399
X1901 | -0.1878725832794 -0.1878725832794
X9098 | -2.8730267488864 -2.8730267488864
X3325 | -1.82923713885251 -1.82923713885251
X8767 | -2.35816885507671 -2.35816885507671
X4172 | -1.9197877754923 -1.9197877754923
X9508 | -1.2396355227102 -1.2396355227102
X10671 | -0.0261063161306012 -0.0261063161306012
X3644 | -2.9861532915384 -2.9861532915384
X1419 | -2.5198720267508 -2.5198720267508
X1487 | -2.6578416007105 -2.6578416007105
X8310 | -1.0484152792488 -1.0484152792488
X3760 | -1.1332811785396 -1.1332811785396
X10736 | -2.0483971175272 -2.0483971175272
X2940 | -2.693688856205 -2.693688856205
X3130 | -0.107441709609702 -0.107441709609702
X9384 | -2.2923355987296 -2.2923355987296
X3334 | -0.547588885529002 -0.547588885529002
X3677 | -1.0195952074137 -1.0195952074137
X10976 | -0.0150639947970035 -0.0150639947970035
X4732 | -2.51493537984791 -2.51493537984791
X3802 | -2.974914617138 -2.974914617138
X9810 | -0.284067007480203 -0.284067007480203
X9892 | -2.7559279804118 -2.7559279804118
X7034 | -0.95135688968 -0.95135688968
X873 | -1.8605856942013 -1.8605856942013
X7562 | -0.868896857835402 -0.868896857835402
X2835 | -0.133723566541505 -0.133723566541505
X2834 | -2.9261670482811 -2.9261670482811
X3562 | -0.531319411005803 -0.531319411005803
X473 | -0.145279102725901 -0.145279102725901
X9162 | -1.78666343959051 -1.78666343959051
X5362 | -1.3492341397796 -1.3492341397796
X5363 | -0.6595457692165 -0.6595457692165
X6609 | -0.0451172736939043 -0.0451172736939043
X7459 | -2.252943889238 -2.252943889238
X3757 | -2.8790378314443 -2.8790378314443
X3756 | -0.4192521760706 -0.4192521760706
X1998 | -0.565612151054701 -0.565612151054701
X1006 | -1.1646672848147 -1.1646672848147
X4269 | -0.890373198548403 -0.890373198548403
X8497 | -2.4375445973128 -2.4375445973128
X3410 | -1.6542595589999 -1.6542595589999
X3411 | -0.2122918639798 -0.2122918639798
X9717 | -0.374774336116403 -0.374774336116403
X7160 | -2.0230099505279 -2.0230099505279
X7161 | -0.1750536065083 -0.1750536065083
X3515 | -0.254712884081499 -0.254712884081499
X9535 | -1.6652918758337 -1.6652918758337
X7714 | -0.0360629777424037 -0.0360629777424037
X8008 | -0.677331382641604 -0.677331382641604
X1078 | -2.8128798413091 -2.8128798413091
X6546 | -0.108317487174702 -0.108317487174702
X6547 | -2.9571430105716 -2.9571430105716
X1948 | -2.7843209090643 -2.7843209090643
X2755 | -2.3494080444798 -2.3494080444798
X544 | -1.0313865474891 -1.0313865474891
X10566 | -0.210026899818402 -0.210026899818402
X2148 | -2.8471136838198 -2.8471136838198
X7900 | -1.6149511383847 -1.6149511383847
X7901 | -1.0975890734699 -1.0975890734699
X1761 | -2.9123194876593 -2.9123194876593
X10349 | -1.7818424699363 -1.7818424699363
X783 | -0.766186228254803 -0.766186228254803
X5417 | -2.47709683422 -2.47709683422
X2858 | -0.981117769377299 -0.981117769377299
X1609 | -1.3680594577454 -1.3680594577454
X3503 | -2.4234708601143 -2.4234708601143
X9323 | -0.841522254981101 -0.841522254981101
X8454 | -1.0179372369312 -1.0179372369312
X7356 | -1.2040751399473 -1.2040751399473
X9373 | -2.0346922902391 -2.0346922902391
X10817 | -0.937509931158303 -0.937509931158303
X4722 | -1.4252137674485 -1.4252137674485
X3257 | -0.3589307349175 -0.3589307349175
X9888 | -2.7490595877171 -2.7490595877171
X1323 | -0.0308988431934054 -0.0308988431934054
X10153 | -2.8948285218794 -2.8948285218794
X3028 | -1.4555105245672 -1.4555105245672
X2559 | -1.7615863080137 -1.7615863080137
X123 | -2.8305736107286 -2.8305736107286
X2583 | -2.89471793873241 -2.89471793873241
X336 | -2.9355478221551 -2.9355478221551
X9213 | -2.8890348232817 -2.8890348232817
X5038 | -2.7001479745377 -2.7001479745377
X5039 | -2.6798588186503 -2.6798588186503
X9865 | -1.0359629255254 -1.0359629255254
X10273 | -2.9410763662309 -2.9410763662309
X2424 | -1.0837875553407 -1.0837875553407
X9799 | -2.7020577485673 -2.7020577485673
X10104 | -2.33858618047091 -2.33858618047091
X8802 | -0.469134523999003 -0.469134523999003
X8511 | -1.83936988329521 -1.83936988329521
X2760 | -1.7265950711444 -1.7265950711444
X9293 | -2.707691827789 -2.707691827789
X1503 | -2.393988726195 -2.393988726195
X8981 | -0.00255319266580045 -0.00255319266580045
X7136 | -2.2146352599375 -2.2146352599375
X10573 | -2.6024033830036 -2.6024033830036
X3183 | -0.942570179002402 -0.942570179002402
X6231 | -1.06864828197291 -1.06864828197291
X6230 | -1.4262653086335 -1.4262653086335
X6542 | -2.035848316038 -2.035848316038
X1706 | -0.953767478233203 -0.953767478233203
X10078 | -2.0334802293219 -2.0334802293219
X10409 | -2.1036333579105 -2.1036333579105
X7155 | -1.21926225023351 -1.21926225023351
X1260 | -1.532161166193 -1.532161166193
X4292 | -2.4927183722612 -2.4927183722612
X474 | -1.3670735559426 -1.3670735559426
X3960 | -2.9950588373468 -2.9950588373468
X6413 | -2.3295552860946 -2.3295552860946
X9150 | -2.5341148423031 -2.5341148423031
X10865 | -0.186679258011303 -0.186679258011303
X815 | -0.402628572424902 -0.402628572424902
X3925 | -1.166296876967 -1.166296876967
X9222 | -0.868279475485899 -0.868279475485899
X4027 | -2.2583309425973 -2.2583309425973
X7781 | -1.91287969658151 -1.91287969658151
X2456 | -2.8433413545136 -2.8433413545136
X9349 | -2.455646163784 -2.455646163784
X7550 | -2.5066010984592 -2.5066010984592
