X6778 | -2.7441932524089 -2.7441932524089
X1584 | -0.697282096836702 -0.697282096836702
X11512 | -0.624745900277098 -0.624745900277098
X6291 | -0.287400051718599 -0.287400051718599
X9573 | -2.4698537837249 -2.4698537837249
X9971 | -1.7334078338463 -1.7334078338463
X11627 | -0.767055305186702 -0.767055305186702
X10693 | -0.169028461910798 -0.169028461910798
X11967 | -1.5069506478031 -1.5069506478031
X11090 | -1.5872318157926 -1.5872318157926
X6578 | -1.507267091889 -1.507267091889
X857 | -0.507388671627297 -0.507388671627297
X11388 | -0.884903871920002 -0.884903871920002
X2010 | -0.0449432479218004 -0.0449432479218004
X10833 | -0.346052013337598 -0.346052013337598
X4036 | -1.0979895866476 -1.0979895866476
X9870 | -0.3541767855641 -0.3541767855641
X10157 | -1.8043765712064 -1.8043765712064
X4665 | -1.2436859272421 -1.2436859272421
X11013 | -2.3440427044407 -2.3440427044407
X10462 | -1.0882670741994 -1.0882670741994
X2000 | -2.692577067297 -2.692577067297
X12134 | -0.2239593041595 -0.2239593041595
X3682 | -0.2232888580766 -0.2232888580766
X4304 | -1.0947045937646 -1.0947045937646
X4305 | -1.0221946772654 -1.0221946772654
X598 | -2.8338902997785 -2.8338902997785
X11125 | -0.498703361023196 -0.498703361023196
X10190 | -2.1258682992775 -2.1258682992775
X3674 | -2.745250588283 -2.745250588283
X8543 | -1.8211572007276 -1.8211572007276
X10794 | -1.0169921130874 -1.0169921130874
X2820 | -0.756428497145002 -0.756428497145002
X10575 | -1.4134233507794 -1.4134233507794
X11619 | -1.8471850196366 -1.8471850196366
X10953 | -1.4082374910359 -1.4082374910359
X10571 | -2.4948771069758 -2.4948771069758
X802 | -2.8583208967466 -2.8583208967466
X2158 | -2.5613791092765 -2.5613791092765
X2159 | -1.0415181254503 -1.0415181254503
X10600 | -1.4995619135443 -1.4995619135443
X1533 | -2.7025667703711 -2.7025667703711
X1532 | -0.478941686684301 -0.478941686684301
X7551 | -2.2231990126893 -2.2231990126893
X10416 | -1.6385740984697 -1.6385740984697
X6423 | -0.2812882466242 -0.2812882466242
X6422 | -0.560069344472197 -0.560069344472197
X7744 | -1.9830329222605 -1.9830329222605
X10058 | -2.9499002981466 -2.9499002981466
X10666 | -2.4104195488617 -2.4104195488617
X5856 | -1.6673506570515 -1.6673506570515
X5325 | -2.9536501101684 -2.9536501101684
X3634 | -0.464023520937197 -0.464023520937197
X10712 | -0.166091947350701 -0.166091947350701
X4416 | -2.8229883515742 -2.8229883515742
X4417 | -2.0866349902936 -2.0866349902936
X9599 | -1.5371905323118 -1.5371905323118
X9151 | -1.9526589622256 -1.9526589622256
X3794 | -0.289206910645596 -0.289206910645596
X6099 | -0.448986000381396 -0.448986000381396
X6098 | -1.8002166417428 -1.8002166417428
X2003 | -0.822799920570098 -0.822799920570098
X2590 | -1.2562179984525 -1.2562179984525
X6277 | -1.8682670951821 -1.8682670951821
X6447 | -2.417630603537 -2.417630603537
X4893 | -0.822244022972896 -0.822244022972896
X799 | -1.7894820563961 -1.7894820563961
X9306 | -1.9661452041474 -1.9661452041474
X6842 | -1.722112759715 -1.722112759715
X9048 | -1.7593302978203 -1.7593302978203
X8260 | -1.7391629903578 -1.7391629903578
X11753 | -1.0032473732718 -1.0032473732718
X238 | -0.745125444140299 -0.745125444140299
X10017 | -2.997696565697 -2.997696565697
X11549 | -1.2944626465906 -1.2944626465906
X2784 | -2.8380319399294 -2.8380319399294
X5462 | -2.6041569728405 -2.6041569728405
X11183 | -0.128609205829001 -0.128609205829001
X11576 | -0.691465357085697 -0.691465357085697
X842 | -0.0862382990307964 -0.0862382990307964
X6470 | -0.262970141368001 -0.262970141368001
X6471 | -0.278423124924302 -0.278423124924302
X9114 | -2.0861124757212 -2.0861124757212
X10660 | -2.2871033486445 -2.2871033486445
X10209 | -1.8889884164091 -1.8889884164091
X10517 | -2.8113718433306 -2.8113718433306
X7837 | -2.9212013734505 -2.9212013734505
X8885 | -0.197448323015202 -0.197448323015202
X4249 | -2.080723548308 -2.080723548308
X8908 | -1.0855608356651 -1.0855608356651
X10506 | -2.963928419631 -2.963928419631
X11858 | -0.189398668706403 -0.189398668706403
X2857 | -2.2928512422368 -2.2928512422368
X642 | -0.577105973381599 -0.577105973381599
X11302 | -1.4027696200647 -1.4027696200647
X10444 | -2.2179625346326 -2.2179625346326
X8657 | -1.9650267292746 -1.9650267292746
X8541 | -2.1135620442219 -2.1135620442219
X10172 | -1.8740447445307 -1.8740447445307
X11263 | -1.9896516900044 -1.9896516900044
X6821 | -0.637127228546902 -0.637127228546902
X6820 | -2.6784467375838 -2.6784467375838
X620 | -1.7308340230957 -1.7308340230957
X154 | -0.896981356898401 -0.896981356898401
X11568 | -1.2471053525806 -1.2471053525806
X10254 | -2.0225807796233 -2.0225807796233
X10976 | -1.711307347985 -1.711307347985
X8755 | -0.156768300337703 -0.156768300337703
X1650 | -2.8147765514441 -2.8147765514441
X11389 | -0.407224755501396 -0.407224755501396
X7398 | -2.2009160744492 -2.2009160744492
X10316 | -2.0271859816276 -2.0271859816276
X9976 | -1.9367501044181 -1.9367501044181
X10840 | -0.450506315566599 -0.450506315566599
X11106 | -1.0195776529145 -1.0195776529145
X7652 | -1.6900540643838 -1.6900540643838
X4886 | -2.0349317088258 -2.0349317088258
X8264 | -0.542730059707601 -0.542730059707601
X9855 | -0.5114739665296 -0.5114739665296
X11248 | -2.1967993837316 -2.1967993837316
X10542 | -2.5860579824075 -2.5860579824075
X11083 | -0.205533135216697 -0.205533135216697
X3361 | -0.125814552884599 -0.125814552884599
X3360 | -1.6206589930225 -1.6206589930225
X11014 | -0.381106170359999 -0.381106170359999
X134 | -1.4790718113072 -1.4790718113072
X3426 | -2.7301712832414 -2.7301712832414
X9195 | -1.1182059701532 -1.1182059701532
X9034 | -0.27408883092 -0.27408883092
X4295 | -0.836460056249102 -0.836460056249102
X292 | -1.1846862612292 -1.1846862612292
X3105 | -0.308403141796596 -0.308403141796596
X8792 | -2.8650859000627 -2.8650859000627
X10440 | -2.8795983495657 -2.8795983495657
X5652 | -0.742194758495302 -0.742194758495302
X5653 | -0.859190732007896 -0.859190732007896
X9921 | -0.836969896685396 -0.836969896685396
X7366 | -0.111755766207402 -0.111755766207402
X9667 | -1.8208842573222 -1.8208842573222
X3546 | -1.5366827684921 -1.5366827684921
X3547 | -1.5259213093668 -1.5259213093668
X3011 | -0.770573312183899 -0.770573312183899
X222 | -2.9898944946472 -2.9898944946472
X223 | -2.0343368982431 -2.0343368982431
X4024 | -0.5187990416307 -0.5187990416307
X10226 | -1.4030333671253 -1.4030333671253
X9265 | -0.402816489106101 -0.402816489106101
X11426 | -2.1635535524693 -2.1635535524693
X11377 | -0.582651197444697 -0.582651197444697
X9080 | -1.9491818142124 -1.9491818142124
X8813 | -2.2700013024733 -2.2700013024733
X66 | -2.5943192532286 -2.5943192532286
X7436 | -0.444464748725302 -0.444464748725302
X1856 | -2.3560236515478 -2.3560236515478
X5542 | -2.2509779655375 -2.2509779655375
X4991 | -1.99758206564 -1.99758206564
X9303 | -1.9952128173318 -1.9952128173318
X2545 | -1.9537348332815 -1.9537348332815
X2544 | -2.2991592572071 -2.2991592572071
X229 | -2.1308433869854 -2.1308433869854
X316 | -2.0376091834624 -2.0376091834624
X9002 | -1.2801738576964 -1.2801738576964
X12143 | -0.0572870119940987 -0.0572870119940987
X1595 | -2.1329061447177 -2.1329061447177
X9994 | -2.2432197465096 -2.2432197465096
X5328 | -0.451015893369899 -0.451015893369899
X4718 | -0.1106938195881 -0.1106938195881
X11200 | -1.3597598641645 -1.3597598641645
X7600 | -0.0126091833227022 -0.0126091833227022
X10646 | -2.8525891103782 -2.8525891103782
X10606 | -0.8709691436962 -0.8709691436962
X8225 | -2.7332129739225 -2.7332129739225
X5690 | -1.3042853081133 -1.3042853081133
X7810 | -2.95131130144 -2.95131130144
X7811 | -0.549793023616097 -0.549793023616097
X8958 | -2.3618601893541 -2.3618601893541
X684 | -2.7727155536413 -2.7727155536413
X9173 | -1.4982522984501 -1.4982522984501
X4188 | -2.811361891916 -2.811361891916
X7256 | -2.7587453189772 -2.7587453189772
X5160 | -1.3261631224305 -1.3261631224305
X11663 | -2.200018120464 -2.200018120464
X7045 | -1.0720118810423 -1.0720118810423
X6484 | -1.5537448734977 -1.5537448734977
X7188 | -0.838243931997596 -0.838243931997596
X4232 | -2.4211815821473 -2.4211815821473
X3759 | -2.9931817457546 -2.9931817457546
X7442 | -0.9504201861564 -0.9504201861564
X196 | -2.257147280965 -2.257147280965
X197 | -0.728123748907798 -0.728123748907798
X9740 | -0.577008127234897 -0.577008127234897
X9073 | -1.3265357720666 -1.3265357720666
X9254 | -2.7298536517192 -2.7298536517192
X9791 | -2.649040854536 -2.649040854536
X7223 | -2.4254666059278 -2.4254666059278
X5361 | -0.1864077178762 -0.1864077178762
X5238 | -1.582389978692 -1.582389978692
X986 | -2.5196893669199 -2.5196893669199
X1342 | -1.7140529702883 -1.7140529702883
X5309 | -0.633305781288101 -0.633305781288101
X5879 | -1.7971256801393 -1.7971256801393
X3631 | -2.9322365485132 -2.9322365485132
X6582 | -2.0795570737683 -2.0795570737683
X3077 | -1.2395715904422 -1.2395715904422
X6583 | -0.215862125158303 -0.215862125158303
X845 | -2.3900523798075 -2.3900523798075
X10105 | -0.2419246437494 -0.2419246437494
X8964 | -0.575827883323697 -0.575827883323697
X11935 | -0.852828560862697 -0.852828560862697
X8725 | -2.4291736716405 -2.4291736716405
X2199 | -2.8112972918898 -2.8112972918898
X9729 | -0.402626557974202 -0.402626557974202
X2862 | -2.1858227499761 -2.1858227499761
X829 | -2.4071475730744 -2.4071475730744
X3289 | -0.287924828007796 -0.287924828007796
X3288 | -2.5398915032856 -2.5398915032856
X7281 | -2.9270732360892 -2.9270732360892
X2977 | -0.0773622931447022 -0.0773622931447022
X10095 | -2.6866905090865 -2.6866905090865
X10427 | -0.108881758293201 -0.108881758293201
X10674 | -1.6313704946079 -1.6313704946079
X472 | -1.694239041768 -1.694239041768
X8591 | -0.214521367801396 -0.214521367801396
X2387 | -0.318731494713596 -0.318731494713596
X1280 | -0.111107039032497 -0.111107039032497
X12313 | -0.241727765416798 -0.241727765416798
X11079 | -2.7938979165629 -2.7938979165629
X8783 | -2.667496918235 -2.667496918235
X7241 | -2.0500760455616 -2.0500760455616
X4356 | -1.8494888136629 -1.8494888136629
X11182 | -2.1739859415684 -2.1739859415684
X10485 | -2.9177974972409 -2.9177974972409
X11743 | -0.634474780177698 -0.634474780177698
X4334 | -1.7641845582985 -1.7641845582985
X1853 | -0.3430532212369 -0.3430532212369
X4836 | -2.1574694607407 -2.1574694607407
X4837 | -0.174361854326001 -0.174361854326001
X3153 | -0.103001230861999 -0.103001230861999
X11641 | -2.2338309546467 -2.2338309546467
X9719 | -0.650726710679002 -0.650726710679002
X8168 | -2.8658990452532 -2.8658990452532
X10501 | -1.2185632567853 -1.2185632567853
X1978 | -2.807969953632 -2.807969953632
X8584 | -0.4446959495545 -0.4446959495545
X6596 | -2.7179943057709 -2.7179943057709
X5317 | -0.158818341325997 -0.158818341325997
X3868 | -1.3146377247758 -1.3146377247758
X10790 | -2.6329694227316 -2.6329694227316
X2871 | -0.829030397348099 -0.829030397348099
X6512 | -2.1779495438095 -2.1779495438095
X11088 | -1.9489468624816 -1.9489468624816
X12154 | -0.501899579772797 -0.501899579772797
X9734 | -0.180665103485801 -0.180665103485801
X12186 | -0.348200559848898 -0.348200559848898
X9021 | -1.1310461014509 -1.1310461014509
X7351 | -1.2012250141707 -1.2012250141707
X10319 | -1.6060103746131 -1.6060103746131
X8655 | -2.4998407680542 -2.4998407680542
X4780 | -2.5174125807826 -2.5174125807826
X1431 | -0.560031815897702 -0.560031815897702
X11551 | -0.596997987711802 -0.596997987711802
X6988 | -1.5923077622429 -1.5923077622429
X4862 | -0.287784125190299 -0.287784125190299
X1596 | -0.737514853477499 -0.737514853477499
X349 | -0.718726348830401 -0.718726348830401
X9766 | -2.325569564011 -2.325569564011
X10237 | -1.9963894493413 -1.9963894493413
X10923 | -0.952512754825896 -0.952512754825896
X7762 | -0.485566963674501 -0.485566963674501
X11981 | -0.00993466260850084 -0.00993466260850084
X4111 | -1.4880504291505 -1.4880504291505
X4110 | -1.8897301498801 -1.8897301498801
X6769 | -1.9160503107123 -1.9160503107123
X3523 | -0.7662792184856 -0.7662792184856
X3056 | -2.9979831422679 -2.9979831422679
X10149 | -0.837795331841399 -0.837795331841399
X9506 | -2.6464057322592 -2.6464057322592
X10474 | -1.6299933395349 -1.6299933395349
X1193 | -0.829828294459801 -0.829828294459801
X8617 | -2.8593673103024 -2.8593673103024
X10285 | -2.2476157005877 -2.2476157005877
X1549 | -2.0640228842385 -2.0640228842385
X11333 | -0.320070804096801 -0.320070804096801
X1548 | -0.317777044605499 -0.317777044605499
X10164 | -0.0751014933921965 -0.0751014933921965
X3063 | -1.0107063269243 -1.0107063269243
X769 | -1.1360665513203 -1.1360665513203
X8267 | -1.2414503060282 -1.2414503060282
X2296 | -0.749835671391402 -0.749835671391402
X2915 | -0.418959406670197 -0.418959406670197
X12281 | -0.328486569458597 -0.328486569458597
X80 | -1.9627530800645 -1.9627530800645
X12126 | -0.987240806920497 -0.987240806920497
X9915 | -0.00287043093710082 -0.00287043093710082
X7580 | -0.0374598135241015 -0.0374598135241015
X10129 | -1.4485384791624 -1.4485384791624
X6440 | -2.9147443904076 -2.9147443904076
X3560 | -1.0154630932957 -1.0154630932957
X10066 | -1.2340719325003 -1.2340719325003
X5484 | -2.5210586108733 -2.5210586108733
X8136 | -2.6746388641186 -2.6746388641186
X5443 | -1.8719350991305 -1.8719350991305
X2336 | -1.0164187783376 -1.0164187783376
X7519 | -0.6975322484505 -0.6975322484505
X10824 | -1.9320775545202 -1.9320775545202
X6794 | -2.9561750243884 -2.9561750243884
X11867 | -0.3903302599211 -0.3903302599211
X848 | -1.666471720906 -1.666471720906
X11051 | -1.2884891841095 -1.2884891841095
X4543 | -0.538077200995801 -0.538077200995801
X1925 | -1.120667366311 -1.120667366311
X11309 | -0.163717673393002 -0.163717673393002
X6489 | -2.1229152018205 -2.1229152018205
X9877 | -0.520441001979698 -0.520441001979698
X273 | -0.271903550718001 -0.271903550718001
X272 | -0.7612902070396 -0.7612902070396
X10962 | -0.0316129191779027 -0.0316129191779027
X748 | -0.9758251311723 -0.9758251311723
X7255 | -0.0941508610266979 -0.0941508610266979
X4690 | -2.4650858540554 -2.4650858540554
X10096 | -1.7826198502444 -1.7826198502444
X12108 | -0.0098505145870007 -0.0098505145870007
X6642 | -1.1281028680969 -1.1281028680969
X3871 | -0.967581352684697 -0.967581352684697
X3870 | -2.5919368488249 -2.5919368488249
X7831 | -1.8999970396981 -1.8999970396981
X8723 | -2.1937070055865 -2.1937070055865
X8611 | -1.825350003317 -1.825350003317
X8417 | -0.128967699827697 -0.128967699827697
X10213 | -2.7272559783887 -2.7272559783887
X9272 | -2.4085420919583 -2.4085420919583
X3436 | -2.6540014562197 -2.6540014562197
X8460 | -2.6192715398502 -2.6192715398502
X7499 | -1.9057846278884 -1.9057846278884
X6773 | -2.5994776804 -2.5994776804
X10070 | -1.2471971064806 -1.2471971064806
X11435 | -0.735797879286096 -0.735797879286096
X7970 | -1.4153681842145 -1.4153681842145
X10019 | -1.205964733148 -1.205964733148
X11028 | -0.182632560376099 -0.182632560376099
X5578 | -0.715146199800103 -0.715146199800103
X11550 | -2.3681105822325 -2.3681105822325
X374 | -0.974114651558899 -0.974114651558899
X4916 | -2.3906369302422 -2.3906369302422
X2039 | -0.782176900422201 -0.782176900422201
X4406 | -0.442155066411999 -0.442155066411999
X2665 | -1.6287255627103 -1.6287255627103
X6910 | -2.6837022788823 -2.6837022788823
X10611 | -2.0888894239906 -2.0888894239906
X9356 | -1.0932666698937 -1.0932666698937
X10896 | -0.722063003573602 -0.722063003573602
X9127 | -1.5154436649755 -1.5154436649755
X10900 | 0 0
X11223 | -1.9589532308746 -1.9589532308746
X7700 | -2.6871504785959 -2.6871504785959
X9655 | -2.2470310628414 -2.2470310628414
X2870 | -1.8974005915225 -1.8974005915225
X4747 | -2.9753160628025 -2.9753160628025
X4746 | -2.4188636953477 -2.4188636953477
X6350 | -1.6524847636465 -1.6524847636465
X7616 | -1.4851532571484 -1.4851532571484
X10996 | -0.669832794461399 -0.669832794461399
X1457 | -1.9166955656838 -1.9166955656838
X2758 | -2.8082319719252 -2.8082319719252
X8616 | -0.755840411642602 -0.755840411642602
X6242 | -0.459737508790596 -0.459737508790596
X2622 | -2.3383715744131 -2.3383715744131
X12181 | -0.624014152446797 -0.624014152446797
X3146 | -2.3242488114629 -2.3242488114629
X3032 | -2.5276169199497 -2.5276169199497
X3989 | -2.8782632101793 -2.8782632101793
X9523 | -2.9424628112465 -2.9424628112465
X7754 | -2.8807432826143 -2.8807432826143
X2300 | -2.0871725007892 -2.0871725007892
X2301 | -2.6721607705113 -2.6721607705113
X6774 | -2.7406691336073 -2.7406691336073
X1645 | -0.736605070531397 -0.736605070531397
X220 | -1.086776511278 -1.086776511278
X6657 | -2.7539186894428 -2.7539186894428
X6656 | -1.6727171901148 -1.6727171901148
X11874 | -0.985739571740901 -0.985739571740901
X9761 | -2.0645283136983 -2.0645283136983
X1928 | -2.8286274173297 -2.8286274173297
X10813 | -2.488589216955 -2.488589216955
X6404 | -2.9540312506724 -2.9540312506724
X10486 | -2.9547608688008 -2.9547608688008
X2380 | -0.0549700388218994 -0.0549700388218994
X10132 | -1.5920608635061 -1.5920608635061
X10014 | -0.989286734489802 -0.989286734489802
X2186 | -2.3600365687162 -2.3600365687162
X11414 | -0.888149064034302 -0.888149064034302
X3557 | -2.632202861365 -2.632202861365
X6482 | -0.840414768783397 -0.840414768783397
X6985 | -2.8231422035024 -2.8231422035024
X3717 | -2.4545571736526 -2.4545571736526
X12045 | -1.5001342054457 -1.5001342054457
X6309 | -0.502806104253999 -0.502806104253999
X11307 | -0.431279245298398 -0.431279245298398
X10631 | -0.467809063615299 -0.467809063615299
X5099 | -0.327925473684502 -0.327925473684502
X5660 | -1.5603960778099 -1.5603960778099
X9385 | -2.7497640433722 -2.7497640433722
X6984 | -2.6193928706926 -2.6193928706926
X7853 | -1.6460940842517 -1.6460940842517
X9826 | -2.0487567682285 -2.0487567682285
X3624 | -1.0726170090493 -1.0726170090493
X10581 | -2.2162096642424 -2.2162096642424
X7940 | -2.4984501376748 -2.4984501376748
X1021 | -2.4215471784119 -2.4215471784119
X6959 | -1.013881710358 -1.013881710358
X1007 | -0.592955939937397 -0.592955939937397
X2461 | -0.9896490254905 -0.9896490254905
X10199 | -0.344372277846603 -0.344372277846603
X6931 | -2.3106144836638 -2.3106144836638
X11011 | -1.4826933760196 -1.4826933760196
X10451 | -2.3492950075306 -2.3492950075306
X5890 | -2.8689855623525 -2.8689855623525
X97 | -1.6249123262242 -1.6249123262242
X9633 | -0.290924511384198 -0.290924511384198
X1612 | -0.889019936788898 -0.889019936788898
X9866 | -1.9195350722876 -1.9195350722876
X11387 | -0.464240817586003 -0.464240817586003
X10802 | -0.319746239343701 -0.319746239343701
X8302 | -0.5608369137626 -0.5608369137626
X11340 | -0.154375501675602 -0.154375501675602
X11245 | -1.6585541716777 -1.6585541716777
